Indonesian Word,average
spaniel,0.5
spesial,0.5
spesies,0.5
sponsor,0.5
stabil,0.5
staccato,0.5
status,0.5
strategis,0.5
struktur,0.5
suara,0.5
sublimasi,0.5
substantif,0.5
subur,0.5
suci,1.0
suka berteman,0.5
suka damai,0.5
sukacita,1.0
sukarelawan,0.5
sulung,0.5
sumbangan,1.0
sumber daya,0.5
sumber hidup,0.5
sumber keuntungan,0.5
sumpah,1.5
sumsum,0.5
sungguh,1.0
sungguh-sungguh,1.0
sup krim,0.5
superstar,0.5
surat kabar,0.5
surga,1.0
surgawi,1.0
suri teladan,0.5
survei,0.5
sutra,0.5
taat,1.0
tabah,0.5
tabungan,0.5
tahan air,0.5
tahan api,0.5
tahan cuaca,0.5
tahan karat,0.5
tahan lama,0.5
tak ada taranya,0.5
tak bercacat,0.5
tak kenal takut,0.5
tak terbantahkan,0.5
tak terbatas,1.0
tak terhapuskan,0.5
tak terlukiskan,0.5
tak terpisahkan,0.5
tak terputus,0.5
tak tertandingi,0.5
takhta,0.5
taksi,0.5
tambahan,1.0
tangguh,0.5
tanpa cedera,0.5
tanpa pertumpahan darah,0.5
tante,0.5
tata krama,0.5
tawa,0.5
tawar-menawar,0.5
tegak lurus,0.5
teguh,0.5
teknologi,0.5
tekun,0.5
teladan,0.5
teliti,0.5
teluk kecil,0.5
teman,0.5
tempat,0.5
tempat berlindung,0.5
tempat bermain,0.5
tempat tidur,0.5
tenaga kerja,0.5
tenang,2.0
tengah,0.5
tentara,0.5
teoretis,0.5
tepat,2.5
tepat waktu,1.0
tepuk,0.5
terakreditasi,0.5
teramat,0.5
terampil,0.5
terapeutik,0.5
terapi,0.5
terbaca,0.5
terbukti benar,0.5
terhibur,1.0
terhormat,1.5
terinspirasi,0.5
terjamin,0.5
terkemuka,1.0
terkenal,3.0
termasuk,1.5
terorganisir,0.5
terpelajar,0.5
terpenting,1.0
terpercaya,0.5
terpesona,0.5
terpilih,0.5
terpuji,2.0
tersebar luas,0.5
tersenyum,0.5
terserap,0.5
tersusun,0.5
tertarik,0.5
tertawa,1.0
tertawa kecil,0.5
tertib,0.5
tertinggi,0.5
terus mata,0.5
tetangga,0.5
tidak berbahaya,0.5
tidak bias,0.5
tidak bisa dihancurkan,0.5
tidak bisa dipecahkan,0.5
tidak dapat dicabut,0.5
tidak dapat direduksi,0.5
tidak dibatasi,0.5
tidak diragukan lagi,1.0
tidak egois,0.5
tidak perlu dipertanyakan lagi,0.5
tidak terinfeksi,0.5
tidur sebentar,0.5
tindakan,0.5
tinggi,0.5
tingkat,0.5
tinjauan ke masa depan,0.5
toko,0.5
toko buku,0.5
toleran,0.5
toleransi,0.5
tradisional,0.5
transendensi,0.5
trigonometri,0.5
tugas,0.5
tujuan,0.5
tukang,1.0
tukang panir,0.5
tukang sortir,0.5
tulang punggung,0.5
tulus,1.0
tumbuh,0.5
uang,0.5
uang tunai,0.5
ubin,0.5
ucapan selamat,0.5
ucapan syukur,0.5
ulet,0.5
umum,0.5
umur panjang,0.5
undangan,0.5
unggul,1.5
unik,0.5
upacara,0.5
upah,0.5
upaya,0.5
upeti,0.5
utama,2.0
utopis,0.5
utuh,0.5
vaksin,0.5
verifikasi,0.5
veteran,0.5
vikaris,0.5
visioner,0.5
vital,0.5
wali,0.5
walikota,0.5
wanita cantik,0.5
warga negara,0.5
warisan,0.5
wasit,0.5
waspada,1.5
wot,0.5
yang saling melengkapi,0.5
yg menerangkan,0.5
yg mungkin berubah,0.5
yg tak ada bandingannya,0.5
