Indonesian Word,small
melumpuhkan,0
meluncur,0
meluncurkan,0
melupakan,0
memaafkan,0
memadamkan,0
memahami,0
memakai,0
memaksa,0
memalsukan,0
memalukan,0
memamerkan,0
memancarkan,0
memancing,0
memandu,0
memanen,0
memanggang,0
memanipulasi,0
memanjakan,0
memar,0
memarahi,0
memarut,0
memastikan,0
mematangkan,0
mematikan,0
mematuk,0
membabi buta,0
membaca,0
membagikan,0
membahayakan,0
membalas,-1
membalikkan,0
membanggakan,-1
membangkitkan,-1
membangun,0
membanjiri,0
membantah,0
membanting,0
membantu,0
membarui lagi,0
membasmi,0
membatalkan,0
membatasi,0
membayar,0
membayar kembali,0
membebani,0
membebaskan,0
membedakan,0
membela,0
membelah,0
membelai,-1
membenamkan,0
membenci,0
membentengi,0
membentuk,0
memberatkan,0
memberdayakan,0
memberi,0
memberikan,0
memberkati,0
memberontak,0
membersihkan,-1
membesut,0
membina,0
membinasakan,0
memboikot,0
membombardir,0
membongkar,0
membosankan,0
membual,0
membuang,0
membuat,-1
membuat bingung,0
membuat terkesan,0
membuat ulang,0
membuka,-2
membuktikan,0
membumbui,0
membungkuk,0
membunuh,0
memburu,0
memburuk,0
membusuk,0
memekik,0
memeluk,0
memenjarakan,0
memenuhi,0
memenuhi syarat,0
memerah,0
memeriahkan,0
memerintah,0
memfitnah,0
memikat hati,0
memilih,0
memiliki,0
memimpin,0
meminta maaf,0
memisahkan,0
memohon,0
memotong,0
mempekerjakan,0
mempelai,0
mempelajari,0
memperbaiki,0
memperbudak,0
mempercantik,0
memperdaya,0
memperingati,0
memperingatkan,0
memperkaya,0
memperkecil,0
memperkosa,0
memperkuat,0
memperlambat,0
memperoleh,0
memperpanjang,-1
mempersiapkan,0
mempertaruhkan,0
mempertinggi,0
mempesona,0
memproduksi,0
memprovokasi,0
memuakkan,0
memuaskan,0
memudahkan,0
memudar,0
memuja,0
memuji,0
memukau,0
memukul,0
memukul mundur,0
memulangkan,0
memuliakan,0
memulihkan,0
memungkinkan,0
memurnikan,0
memusnahkan,0
memutuskan,0
memveto,0
memvonis,0
menabrak,0
menakjubkan,0
menakuti,0
menambah,0
menambatkan,0
menanduk,0
menanggung,0
menangis,0
menangkap,0
menanjak,-1
menara,0
menari,0
menarik,-2
menarik kembali,0
menasihati,0
menatap,0
menawan,0
menawarkan,0
mencairkan,0
mencambuk,0
mencampuradukkan,0
mencampuri,0
mencekik,0
mencela,0
mencemari,0
mencemoohkan,0
mencerahkan,0
mencetak kembali,0
mencoba-coba,0
mencolek,0
mencolok,0
mencongkel,0
menculik,0
mencurangi,0
mencuri,0
mencurigakan,0
mendahului,0
mendakwa,0
mendambakan,0
mendapatkan,0
mendarat,0
mendasar,0
mendatangkan,0
mendayung,0
mendebarkan,0
mendekam,0
mendera,0
mendesak,0
mendesis,0
mendeteksi,0
mendidihkan,0
mendidik,0
mendiskreditkan,0
mendominasi,-1
mendorong,-1
menduga,0
mendukung,0
mendung,0
menebus,0
menegaskan,0
menegaskan kembali,0
meneguk,0
menegur,0
menekan,0
menekankan,0
menelantarkan,0
meneliti,0
menembak,0
menempa,0
menempati,0
menenangkan,0
menengahi,0
menenggak,0
menenggelamkan,0
menentang,0
menerangi,0
menerima,0
meneror,0
mengabaikan,0
mengaburkan,0
mengadili,0
mengagumi,0
mengagungkan,0
mengajar,0
mengajukan perkara,0
mengakui,-1
mengalah,0
mengalir,0
mengambil bagian,0
mengamuk,0
mengancam,0
mengangkat,0
menganiaya,0
mengantar,0
menganugerahkan,0
mengasingkan,0
mengatakan,0
mengatur,0
mengecam,0
mengecewakan,0
mengecilkan hati,0
mengejar,0
mengejek,0
mengejuntukan,0
mengejutkan,0
mengelilingi,-1
mengelola,0
mengeluarkan,0
mengeluh,0
mengelupas,0
mengembalikan ke penjara,0
mengembalikan lagi,0
mengembangkan,0
mengemis,0
mengenakan,0
mengepung,0
mengerang,0
mengeras,0
mengerikan,0
mengernyit,0
mengerti,0
mengerutkan kening,0
mengesalkan,0
menggabungkan,0
menggagalkan,0
mengganggu,0
mengganti rugi,0
menggantikan,0
menggarisbawahi,0
menggasak,0
menggelapkan,0
menggelegar,0
menggelepar,0
menggeliat,0
menggelikan,0
menggelisahkan,0
menggelitik,0
menggemaskan,0
menggeram,0
menggerenyet,0
menggertak,0
menggertakkan,0
menggigil,0
menggigit,0
menggiling,-1
menggolongkan,0
menggosok,0
menggugurkan,0
menggulingkan,0
menghadiahkan,0
menghalangi,0
menghambat,0
menghancurkan,0
menghanguskan,0
menghantui,0
menghapus,0
menghapuskan,0
mengharapkan,0
menghargai,0
menghasilkan,0
menghasut,0
menghentikan,0
menghibur,0
menghidupkan,-1
menghilang,0
menghina,0
menghindari,0
menghitung,-1
menghormati,0
menghujat,0
menghukum,0
mengigau,0
mengilhami,0
mengimbangi,0
menginginkan,0
menginstruksikan,0
mengintai,0
mengira,0
mengirik,0
mengisap,0
mengisi kembali,0
mengizinkan,0
mengkhawatirkan,0
mengkhianati,0
mengkritik,0
mengoceh,0
mengolah,0
mengomel,0
mengotori,0
mengoyakkan,0
menguap,0
menguasai,0
menguatkan,0
mengubah,0
mengudara,0
menguduskan,0
mengundang,0
mengundurkan diri,0
mengunjungi,0
menguntungkan,0
mengupas,0
menguping,0
mengurangi,0
mengurung,0
mengusap,0
mengusir,0
mengutil,0
mengutip,-1
mengutuk,0
menikmati,0
menimbulkan,0
menimpa,0
menindas,0
meninggalkan,0
meningkat,-1
meningkatkan,-1
menipu,0
meniru,0
menirukan,0
menjadi korban,0
menjaga,0
menjamin,0
menjanjikan,0
menjarah,0
menjatuhkan,0
menjauhkan,0
menjauhkan diri,0
menjelaskan,0
menjemukan,0
menjengkelkan,0
menjerit,0
menjijikan,0
menjijikkan,0
menjilat,0
menodai,0
menolak,0
menonaktifkan,0
menonjol,0
menopang,0
mentah,0
mentolerir,0
menuduh,0
menukarkan,0
menular,0
menulari,0
menumbangkan,0
menumpas,0
menunda,0
menundukkan,-1
menuntut,0
menurunkan,0
menusuk,0
menutup perkara,0
menutupi,-1
menyakiti,0
menyakitkan,0
menyalahkan,0
menyalak,0
menyalibkan,0
menyambut,0
menyampaikan,0
menyangkal,0
menyanjung,0
menyanyi,0
menyarankan,0
menyaring,0
menyayangkan,0
menyebarkan,0
menyeberang,0
menyederhanakan,0
menyediakan,0
menyedihkan,0
menyegarkan,0
menyelamatkan,0
menyelesaikan,0
menyelidiki,0
menyelinap,0
menyelundupkan,0
menyembelih,0
menyenangkan,0
menyengat,0
menyerah,0
menyerahkan,0
menyerang,0
menyerbu,0
menyeringai,0
menyesal,0
menyesatkan,0
menyesuaikan,0
menyetujui,0
menyia nyiakan,0
menyiksa,0
menyimpan,0
menyimpang,0
menyimpulkan,0
menyinggung,0
menyinkronkan,0
menyiram,0
menyisihkan,0
menyita,0
menyuap,0
menyukai,0
menyulitkan,0
menyumbang,0
menyumpahi,0
menyusut,0
meragukan,0
merah tua,0
meraih,0
merak,0
meramalkan,0
merana,0
merangkak,0
merangkul,0
merangsang,0
merapikan,0
merasa,-1
merasa ngeri,0
merasa tidak aman,0
meratap,0
meratapi,0
merawat,-1
merayakan,0
mercu suar,0
merebut,0
meredakan,0
merekonstruksi,0
meremajakan,0
merembes,0
meremehkan,0
merendahkan,0
merengek,0
merenovasi,0
merenungkan,0
merevisi,0
meriah,0
meriam,0
meringankan,0
merobek,0
merogoh,0
merombak,0
merosot,0
merpati,-1
merugikan,0
merusak,0
merusak bentuk,0
mesin tenun,0
meskipun,0
mesum,0
metanol,0
metastase,0
metropolitan,0
mewah,0
mewajibkan,-1
meyakinkan,0
mikroskopi,0
milik,0
milisi,0
mimbar,0
mimpi buruk,0
minat,0
minimum,0
minoritas,0
minta maaf,0
minum,-1
minuman,0
minuman keras,0
minyak bumi,-1
miring,0
misionaris,0
miskin,0
mitra,0
mobil jenazah,0
model,0
moderator,0
modis,0
momentum,0
momok,0
moncong,0
montok,0
moral,0
moralitas,0
morbiditas,0
mortir,0
motif,0
mual,0
muda,0
mudah,0
mudah beradaptasi,0
mudah dibodohi,0
mudah diingat,0
mudah marah,0
mudah tersinggung,0
mulia,-1
munafik,0
mundur,0
muntah,0
murah,-1
muram,0
murni,0
murung,0
musik,0
musikal,0
musim,0
musnah,0
mustahil,0
musuh,0
mutan,0
mutilasi,0
mutlak,0
nabi,0
nadir,0
nafsu,0
naif,0
najis,0
nakal,0
nalar,0
naluriah,0
nama yg salah,0
nanah,0
nasihat,0
naskah,0
naturalis,0
negatif,0
negosiasi,0
nektar,0
nenek,0
nenek moyang,0
nepotisme,0
neraka,0
neurotik,0
ngawur,0
ngelantur,0
ngeri,0
ngobrol,0
ngomel,0
niat baik,0
nihilisme,0
nikah,0
nikotin,0
nirkabel,0
noda,0
normalitas,0
nul,0
nyali,0
nyaman,0
nyamuk,0
nyanyian,0
nyanyian pujian,0
nyaring,0
nyata,0
nyonya,0
oasis,0
obat bius,0
obat mujarab,0
obat pencahar,0
obi,0
objektif,0
obligasi,0
obstruktif,0
ocehan,0
oksidasi,0
oligarki,0
omelan,0
omong kosong,0
omongan,0
opera,-1
opsional,0
optimis,0
optimisme,0
orang aneh,0
orang asing,0
orang bodoh,0
orang buangan,0
orang cabul,0
orang celaka,0
orang desa,0
orang gila,0
orang miskin,0
orang munafik,0
orang-orang terkenal,0
orang-orangan sawah,-1
orc,0
organik,0
organisasi,0
orgasme,0
orkestra,0
otak,0
otokratis,0
otorisasi,0
otoritas,0
overdosis,0
pabrikan,0
pacaran,0
padang rumput,0
padat,0
paduan suara,0
pahat,0
pahlawan,0
pahlawan wanita,0
pajak,0
pak,0
paliatif,0
paling tinggi,-1
palsu,0
panas,0
pandai berbicara,0
pandemi,0
panduan,0
pangeran,0
panggilan,0
panik,0
pantas,0
pantat,0
pantomim,0
paprika,0
parafrase,-1
paranoid,0
parasit,0
parau,0
parietal,0
parodi,0
partisan,0
partisipasi,0
parut,0
pasangan,0
pasien,0
pasif,0
pasti,0
patah,0
paten,0
patriarkhal,0
patuh,0
patung,0
paus,0
payudara besar,0
pecah,0
pedalaman,0
pedang,0
pedas,0
pejalan kaki,0
pejantan,0
pejuang,-1
pekerjaan,0
pekerjaan rumah,0
pekerjaan yg membosankan,0
pelabuhan,0
pelacur,0
pelacuran,0
pelajaran,0
pelaksanaan,0
pelampung,0
pelanggan,0
pelanggar,0
pelanggaran,0
pelanggaran hukum,0
pelapor,0
pelat ketel,0
pelawak,0
pelayan,-1
pelega,0
pelengseran,0
pelepasan,0
pelindung,0
pelit,0
pelobi,0
pelopor,0
peluang,0
pelupaan,0
pemahkotaan,0
pemain,0
pemakaman,0
pemalas,0
pemalsuan,0
pemalu,0
pemarah,0
pembaca,0
pembajakan,0
pembakar,0
pembakaran,0
pembalas,0
pembalasan,0
pembalasan dendam,0
pembangkang,0
pembangkangan,0
pembantaian,0
pembantu,0
pembaptisan,0
pembaru,0
pembaruan,0
pembatalan,0
pembawa,0
pembayaran,0
pembebasan,0
pembekuan,0
pembela,0
pembelaan,0
pembenaran,0
pembengkakan,0
pemberani,0
pemberantasan,0
pemberdayaan,0
pemberian,0
pemberontak,0
pemberontakan,0
pembersihan,0
pembicara utama,0
pembimbing,0
pembohong,0
pembongkaran,0
pembuangan,0
pembuatan,0
pembubaran,0
pembunuh,0
pembunuhan,0
pembunuhan anak,0
pemburu,0
pemburuan kelinci,0
pemecatan,0
pemegatan,0
pemenang,0
pemenang hadiah,0
pemenuhan,0
pemerasan,0
pemerintah,0
pemikir,0
pemimpin,0
pemindahan,0
peminjam,0
pemisahan,0
pemisahan diri,0
pemotong,-1
pemotongan,0
pemujaan,0
pemujaan berhala,0
pemukim,0
pemulihan,0
pemulihan nama baik,0
pemulung,0
pemurnian,0
pemusnahan,0
pemutarbalikan,0
penahan,0
penahanan,0
penaklukan,0
penalti,0
penambah,0
penampil,0
penanaman,0
penangguhan,0
penangkal,0
penangkapan,0
penanya,0
penasihat,0
pencabutan,0
pencahar,0
pencalonan,0
pencapaian,0
pencarian,0
pencegahan,-1
pencerahan,0
penceramah,0
pencium,0
penculikan,0
pencuri,0
pencurian,0
pendakian,0
pendamping,0
pendampingan,0
pendarahan,0
pendendam,0
pendengaran,0
penderita,0
penderitaan,0
pendeta,0
pendidikan,0
pendosa,0
penduduk,0
pendukung,0
penebusan,0
penebusan dosa,0
penekanan,0
penembakan,0
penemu,0
penemuan,0
penengah,0
penentuan,0
penerangan,0
penerbangan,0
penerimaan,0
penetrasi,0
pengabadian,0
pengabaian,0
pengacara,-1
pengacau,0
pengadilan,0
pengaduan,0
pengagum,0
pengajar,0
pengalihan,0
pengampunan,0
penganggur,0
penganiayaan,0
pengantin,0
pengantin perempuan,0
pengap,0
pengarang,0
pengaruh,-1
pengawal,0
pengawas,0
pengawasan,-1
pengawet,0
pengeboman,0
pengecualian,0
pengecut,0
pengekangan,0
pengelolaan,0
pengeluaran,0
pengembalian,-1
pengemis,0
pengenaan,0
pengendara,0
pengetahuan,0
penggalian,0
penggantian,0
penggelapan,0
penggemar,0
penggerak,0
penggoda,-1
penggugat,0
penghalang,0
penghambatan,0
penghancuran,0
penghapusan,0
penghargaan,0
penghasilan,-1
penghentian,0
penghiburan,0
penghinaan,0
penghindaran,0
penghormatan,0
penghukuman,0
penghuni,0
penghuni liar,0
pengiriman,0
pengiring pengantin perempuan,0
pengisi daya,0
pengkhianat,0
pengkhianatan,0
pengkritik,0
penglihatan,0
pengorbanan,0
penguasaan,0
penguatan,0
pengudusan,0
pengunduran diri,0
pengungsian,0
pengunjung,0
penguraian,0
pengurangan,-1
pengusiran,0
pengusiran setan,0
pengutang,0
penikmat,0
penindas,0
penindasan,0
peninggian,0
peningkatan,0
penipu,0
penipuan,0
peniru,0
peniruan,0
penistaan,0
peniup,0
penjaga,0
penjahat,0
penjara,0
penjara bawah tanah,0
penjudi,0
penodaan,0
penolak,0
penolakan,0
pentahbisan,0
penting,0
pentingnya,0
penuduh,0
penuh,-2
penuh arti,0
penuh bintang,0
penuh dosa,0
penuh gairah,0
penuh harapan,0
penuh kasih,0
penuh kebencian,0
penuh perhatian,0
penuh pertimbangan,0
penuh semangat,0
penuh teka-teki,0
penularan,0
penulis,0
penumpasan,0
penundaan,0
penuntutan,0
penurunan,0
penutupan,0
penyair,0
penyajian,-1
penyakit,0
penyakit gondok,0
penyakit jiwa,0
penyakit kuning,0
penyalahgunaan,0
penyaliban,0
penyaluran pecomberan,0
penyangkalan,0
penyataan,0
penyatuan,0
penyayang,0
penyebaran,0
penyeberangan,0
penyelamatan,0
penyelesaian,0
penyelewengan,0
penyelidikan,0
penyelundup,0
penyelundupan,0
penyembunyian,0
penyemburan,0
penyerang,0
penyerbu,0
penyergapan,0
penyesalan,0
penyewa,0
penyewaan,0
penyiasat,0
penyihir,0
penyimpanan,0
penyimpangan,0
penyitaan,0
penyok,0
penyuapan,0
penyumbang,0
penyumbatan,0
penyunatan,0
peracunan,0
perada,0
peradaban,0
peradangan,0
peradilan,0
perakitan,0
peramal,0
perampasan,0
perampok,0
perampokan,0
perancah,0
perancang,0
perang,0
perang salib,0
perangkap,0
perangsangan,0
perapian,0
peraturan,0
perawakan,0
perawan,0
perawan tua,0
perawat,0
perayaan,0
perbaikan,-1
perbedaan,-1
perbedaan pendapat,0
perbuatan zina,0
perbudakan,0
perburuan,0
percakapan,0
percaya,0
percaya diri,0
perceraian,0
percintaan,0
perdamaian,0
perdebatan,0
peredam,0
perekam,0
perempuan,0
perencanaan,0
pergolakan,0
pergumulan,0
perhatian,0
perhiasan,0
periang,0
peringatan,-2
peringkat,0
perintah,0
perjalanan,0
perjamuan,0
perjanjian,-1
perkawinan,0
perkelahian,0
perlawanan,0
perlindungan,0
permata,0
permen,0
permintaan maaf,0
permohonan,-1
permusuhan,0
pernikahan,0
perokok,0
perombakan,0
perpecahan,0
persahabatan,0
persaingan,0
persamaan,0
persatuan,0
persaudaraan,0
persaudaraan wanita,0
persediaan,0
perselisihan,0
persemakmuran,0
persenjataan,0
persetujuan,0
pertahanan,0
pertanda,0
pertandingan,0
pertanggungjawaban,0
pertanian,0
pertanyaan,0
pertarungan,0
pertempuran,0
pertempuran kecil,0
pertengkaran,0
pertentangan,0
pertikaian,0
pertimbangan kembali,0
pertumbuhan,0
pertumpahan darah,0
pertusis,0
perubahan,0
perubahan warna,0
perunding,0
perusahaan,0
perusahaan monopoli,0
perusak,0
perut kembung,0
perwalian,0
perwira,0
pesenam,0
pesimis,0
pesimisme,0
pesisir,0
pesolek,0
pesona,0
pesta,0
peternakan,0
peti mati,0
petualang,0
petualangan,0
petugas,0
petunjuk,0
phoenix,0
piala,0
pidana,0
pidato,0
pijat,0
piket,0
piknik,0
pikun,0
pil,0
pilih kasih,0
pilihan,0
pilot,0
pingsan,0
pinus,0
pisau bedah,0
pistol,0
pita,0
plagiat,0
pleno,0
pohon,0
pohon salam,0
polemik,0
poligami,0
polio,0
polisi,0
politik,0
polos,0
polusi,0
pondok,0
pop,0
popok,0
popularitas,0
populasi,0
porno,0
pornografi,0
poros,0
portabel,0
pose,0
potensi,0
potongan harga,0
pound,0
praktek,0
prasangka,0
prasmanan,0
prem,0
presisi,0
prestasi,0
prestise,0
pria,-1
primer,0
produksi,0
produktif,0
produktifitas,0
produsen,0
profesi,0
profesional,0
profesor,0
progresif,0
promosi,0
promosi sensasional,0
propaganda,0
prosedur,0
proses pengadilan,0
prosesi,0
prospek,0
provokasi,0
psikosis,0
pualam,0
puas,0
puasa,0
publik,0
puing,0
pujian,0
pukulan,0
punah,0
puncak,0
pupuk,0
pusing,0
putihnya,0
putri,0
putus,0
putus asa,0
rabies,0
racun,0
radang dingin,0
radang paru-paru,0
radang usus buntu,0
radiasi,0
radio,0
radioaktif,0
radon,0
ragu,0
rahasia,0
rahim,0
rahmat,0
raja,0
rak,0
raket,0
raksasa binatang,0
rakyat jelata,0
ralat,0
ram,0
ramah,0
ramah tamah,0
ramping,0
rampok,0
rapi,0
rasa gelisah,0
rasa hormat,0
rasa ingin tahu,0
rasa malu,0
rasa manis,0
rasa sakit,0
rasa syukur,0
rasa takut,0
rasa tidak enak,0
rasional,0
rasul,0
rawa,0
rayap,0
reaksioner,0
redaman,0
reformasi,0
regresi,0
regresif,-1
rehabilitasi,0
rekan,0
reklamasi,0
rekonsiliasi,0
rekonstruksi,0
rekreasi,0
rel,0
rela,0
relaksasi,0
relevan,0
remang,0
renda,-1
rendah,0
rendah budi,0
rendah diri,0
rendah hati,-1
renovasi,0
rentan,0
reporter,0
represi,0
reproduksi,0
republik,0
resah,0
resesi,0
resistif,0
resmi,0
responsif,0
restitusi,0
restoratif,0
retak,0
retakan,0
retribusi,0
reumatik,0
reuni,0
revolusi,-1
revolusioner,0
rewel,0
reyot,0
riam,0
riang,0
riasan,0
riba,0
ribut,0
rindu,0
ringkas,0
rintangan,0
rintik,0
riuh,-1
roadster,0
robek,0
roh,0
rokok,0
romantis,0
romantisme,0
rongseng,0
roti,0
roti panggang,0
royalti,0
ruam,0
ruang bawah tanah,0
ruang santai,0
rubah betina,0
rubrik,0
rumah bermain,0
rumah jagal,0
rumah petak,0
rumah tangga,0
rumit,0
rumpun,0
rumput liar,0
rumus,0
runtuh,0
rupawan,0
rusak,0
rusuh,0
ruth,0
rutin,0
sabotase,0
sabuk,0
sadar,0
sah,0
saham,0
sakit,0
sakit gigi,0
sakit hati,0
sakit kepala,0
sakit perut,0
sakit saraf,0
sakitan,0
salah,0
salah menaruhkan,0
salah mengartikan,0
salah paham,0
salah saji,0
salah tafsir,0
salah tempat,0
salah urus,0
salam,0
saleh,0
salinan,0
saling,0
salju longsor,0
saluran pembuangan,0
salut,0
sama,0
sama sekali,0
samaran,0
sambilan,0
sambutan hangat,-1
sampah,0
sampai sekarang,0
sampar,0
samurai,0
sandera,0
sandiwara,0
sandiwara sensasi,0
sangat,-2
sangat berharga,0
sangat gembira,0
sangat indah,0
sangat kuat,0
sangat lapar,0
sangat luas,0
sangat marah,0
sangat rapi,0
sanitasi,0
santai,0
santo,0
santun,0
saraf,0
sarang,0
sarang lebah,0
sarapan,0
sarat,0
sarjana,0
sarjana muda,0
sarkasme,0
sarkoma,0
sarung tangan bulu,0
satin,0
satu warna,0
saudara,0
saudara laki-laki,0
sayang,0
sayap,0
scrapie,0
sebaiknya,0
sebelum waktunya,0
sebelumnya,0
sebenarnya,0
sebentar lagi,0
secara harmonis,0
secara kolektif,0
secara mencolok,0
secara mengejutkan,0
secara menyedihkan,0
secara paksa,0
secara pantas,0
sedang,0
sedang belajar,0
sederhana,-1
sedih,0
sedikit,0
segan,0
segel,0
segelintir,0
segera,0
sehat,0
seimbang,0
sekam,0
sekarat,0
sekering,0
sekresi,0
sekretariat,0
seks,0
sektarian,0
sekuestrasi,0
sekutu,0
sela,0
selai,0
selalu,0
selang,0
selat,0
selebaran,0
selebriti,-1
selikuran,0
selingan,0
selip,0
semangat,0
sembelit,0
sembrono,0
sembuh,0
sembunyi,0
sementara,0
sempit,0
sempurna,0
senang,0
senang sekali,0
senapan,0
sendiri,0
sengit,0
seni,0
senioritas,0
senjata,0
senjata api,0
sensasi,0
sensasional,0
sensor,0
sensual,-1
sensualitas,0
sentimentil,0
senyum,0
seolah-olah,0
sepa,0
sepak bola,0
sepakat,0
separatis,0
sepatu kasual,0
sepatutnya,0
sepenuh hati,0
sepenuhnya,0
seperti bangsawan,0
seperti beludru,0
seperti budak,0
seperti malaikat,0
sepi,0
sepintas lalu,0
sepsis,0
septik,0
seragam,0
serak,0
seram,0
serangan,0
serangan mendadak,0
serangga,0
serat,0
serba salah,0
serempak,0
serikat,0
seringai,0
serpihan,0
seru,0
serum,0
sesama,0
sesat,0
sesepuh,0
sesuai,0
sesungguhnya,0
setan,0
setengah jalan,0
setia,0
setuju,0
shanghai,0
sia-sia,0
sial,0
sianida,0
siap,0
sifat lekas marah,0
sifat takut-takut,0
sihir,0
siksaan,0
silau,0
silsilah,0
simbolis,0
simetri,0
simetris,0
simfoni,0
simpati,0
simpatik,0
sinergis,0
singa,0
sinis,0
sinkop,0
sinode,0
sinonim,-1
sipil,0
sipir,0
siput,0
sirene,0
sisa rasa,0
sisa-sisa,0
sitomegalovirus,0
skandal,0
skema,0
skeptis,0
skizofrenia,0
skor,0
sobat,0
solvabilitas,0
somatik,0
sombong,0
sonar,0
sonata,0
sonet,0
sopan,0
sosial,0
sosialis,0
spa,0
spaniel,0
spektral,0
spekulasi,0
spesial,0
spesies,0
spionase,0
spons,0
sponsor,0
sprite,0
stabil,0
staccato,0
status,0
stereotip,0
steril,0
sterling,-1
stigma,0
strategis,0
struktur,0
suaka,-1
suami yg istrinya tdk setia,0
suara,0
subjek,0
sublimasi,0
subsidi,0
substantif,0
subur,-1
subversi,0
subversif,0
suci,0
suka beperkara,0
suka berteman,0
suka damai,0
sukacita,0
sukar dipahami,0
sukarelawan,0
sulap,0
sulit,0
sulit dipercaya,0
sulung,0
sumbang,0
sumbangan,0
sumber daya,0
sumber hidup,0
sumber keuntungan,0
sumpah,0
sumpah palsu,0
sumsum,0
sungguh,0
sungguh-sungguh,0
sup krim,0
superstar,0
supremasi,-1
suram,0
surat kabar,0
surga,0
surgawi,0
suri teladan,0
surutnya,0
survei,0
sutra,0
syaitan,0
taat,0
tabah,0
tabrakan,0
tabu,0
tabungan,0
tahan,-1
tahan air,0
tahan api,0
tahan cuaca,0
tahan karat,0
tahan lama,0
tahan panas,0
tahanan,0
tajam,-2
tak ada taranya,0
tak berarti,0
tak berbalas,0
tak bercacat,0
tak berdasar,0
tak berdaya,0
tak berguna,0
tak berjiwa,0
tak berkesudahan,-1
tak bermutu,0
tak bernyawa,0
tak berperabot,0
tak bertuhan,0
tak berujung,-1
tak henti-hentinya,0
tak kenal ampun,0
tak kenal takut,0
tak layak,0
tak menentu,0
tak sedap dipandang,0
tak tahu malu,0
tak tentu,0
tak terbantahkan,0
tak terbatas,0
tak terbayangkan,-1
tak terdengar,0
tak terduga,0
tak tergoyahkan,-1
tak terhapuskan,0
tak terhindarkan,0
tak terhitung,0
tak terjangkau,0
tak terkalahkan,-1
tak terkatakan,0
tak terkekang,-1
tak terkendali,0
tak terlatih,0
tak terlindung,0
tak terlukiskan,0
tak terpikirkan,0
tak terpisahkan,0
tak terputus,0
tak tersembuhkan,0
tak tertahankan,0
tak tertandingi,0
takdir,0
takhta,0
takhyul,-1
taksi,0
takut,0
tamak,0
tambahan,0
tambalan,0
tamparan,0
tanah,-1
tanah longsor,0
tanda Nazi,0
tanda buruk,0
tandus,0
tangan kedua,0
tanggal kematian,0
tangguh,0
tanggung jawab,0
tangkai,0
tanpa belas kasihan,0
tanpa berpikir,0
tanpa berwasiat,0
tanpa cedera,0
tanpa dasar,0
tanpa disadari,0
tanpa harapan,0
tanpa judul,0
tanpa nama,0
tanpa pertumpahan darah,0
tanpa tanda jasa,0
tanpa tubuh,0
tanpa tujuan,0
tantangan,0
tante,0
tarif,0
tata krama,0
tawa,0
tawanan,0
tawar-menawar,0
tdk puas,0
tebusan,0
teduh,0
tegak lurus,0
tegang,0
tegar,0
teguh,0
teguran,0
tekanan,0
teknologi,0
tekun,0
teladan,0
telanjang,0
teliti,0
teluk kecil,0
teman,0
tembakan,0
tembakau,0
tembel,0
tempa,0
tempat,0
tempat berlindung,0
tempat bermain,0
tempat lahir,0
tempat tidur,0
tempur,0
tenaga kerja,0
tenang,-1
tendangan,0
tengah,0
tenggelam,0
tengik,0
tentara,0
teokratis,0
teoretis,0
tepat,0
tepat waktu,0
tepuk,0
tepuk tangan,-1
terak,0
terakreditasi,0
teramat,0
terampil,0
terancam bahaya,0
terapeutik,0
terapi,0
terasing,0
terbaca,0
terbatas,0
terberat,0
terbukti benar,0
tercela,0
tercengang,0
terdampar,0
terdemoralisasi,0
terdepresiasi,0
terdistorsi,0
terendah,0
terengah-engah,0
terganggu,0
tergelincir,0
tergenang,0
terhenti,0
terhibur,0
terhormat,0
teriakan,0
terik,0
terinspirasi,0
terjamin,0
terjerat,0
terjun,0
terkejut,0
terkemuka,0
terkena,0
terkenal,0
terkenal jahat,0
terkilir,0
terkontaminasi,0
terkubur,0
terkulai,0
terkunci,0
terkutuk,0
terlalu mahal,0
terlambat,0
terlibat,0
terluka,0
terlupakan,0
termasuk,0
termasuk keluarga sapi,0
terminal,0
ternoda,0
terompet,0
teror,0
terorganisir,0
teroris,0
terorisme,0
terpaut,0
terpecah,0
terpelajar,0
terpencil,0
terpendam,0
terpenting,0
terperanjat,0
terpercaya,0
terpesona,-1
terpilih,0
terpuji,0
terputus,0
tersakiti,0
tersandung,0
tersebar luas,0
tersedak,0
tersembunyi,0
tersendiri,0
tersentuh,0
tersenyum,0
terserap,0
tersinggung,0
tersusun,0
tertahan,0
tertarik,0
tertawa,0
tertawa kecil,0
tertekan,0
tertib,0
tertinggal,0
tertinggi,0
terus mata,0
tetangga,0
tetanus,0
tetap,-1
tewas,0
theisme,0
tiang gantungan,0
tidak adil,0
tidak aktif,0
tidak akurat,0
tidak aman,0
tidak bahagia,0
tidak benar,0
tidak beralasan,0
tidak berbahaya,0
tidak berbentuk,0
tidak berbuah,0
tidak berdaya,0
tidak berguna,0
tidak berkelanjutan,0
tidak berkembang,0
tidak berlisensi,0
tidak berpendidikan,0
tidak berpengalaman,0
tidak berperasaan,0
tidak bertanggung jawab,0
tidak bias,0
tidak bijaksana,0
tidak bisa diandalkan,0
tidak bisa dihancurkan,0
tidak bisa dijelaskan,0
tidak bisa dilewati,0
tidak bisa dimaafkan,0
tidak bisa dimengerti,0
tidak bisa dipecahkan,0
tidak bisa dipertahankan,0
tidak cocok,0
tidak cukup,0
tidak dapat,0
tidak dapat diakses,0
tidak dapat diatasi,0
