Indonesian Word,average
menyita,-1.5
menyolok,-2.0
menyuap,-0.5
menyulitkan,-0.5
menyumpahi,-0.5
menyusut,-1.5
meragukan,-1.5
merah tua,-0.5
merana,-0.5
merangkak,-0.5
merasa,0.0
merasa ngeri,-0.5
merasa tidak aman,-0.5
meratap,-0.5
meratapi,-1.0
merawat,0.0
merebut,-1.5
meremehkan,-1.5
merendahkan,-1.5
merengek,-0.5
meriam,-0.5
merobek,-0.5
merogoh,-0.5
merosot,-0.5
merpati,0.0
merugikan,-1.5
merusak,-3.0
merusak bentuk,-0.5
mesin tenun,-0.5
meskipun,-0.5
mesum,-1.0
metanol,-0.5
metastase,-0.5
mewajibkan,0.0
milik,-0.5
milisi,-0.5
mimpi buruk,-0.5
minimum,-0.5
minoritas,-0.5
minum,0.0
minuman keras,-1.0
minyak bumi,0.0
miring,-0.5
miskin,-1.5
mobil jenazah,-0.5
momok,-1.5
moncong,-0.5
morbiditas,-0.5
mual,-1.0
mudah dibodohi,-0.5
mudah marah,-1.0
mudah tersinggung,-1.0
mulia,0.0
munafik,-0.5
mundur,-0.5
muntah,-1.0
murah,0.0
muram,-1.5
murung,-1.0
musim,-0.5
musnah,-0.5
mustahil,-0.5
musuh,-1.5
mutan,-0.5
mutilasi,-0.5
nadir,-0.5
nafsu,-0.5
naif,-0.5
najis,-1.0
nakal,-1.5
nama yg salah,-0.5
nanah,-0.5
negatif,-0.5
nepotisme,-0.5
neraka,-1.5
neurotik,-0.5
ngawur,-0.5
ngelantur,-0.5
ngeri,-0.5
ngobrol,-0.5
ngomel,-0.5
nihilisme,-0.5
nikotin,-0.5
noda,-1.5
nul,-0.5
nyamuk,-0.5
nyonya,-0.5
obat bius,-0.5
obi,-0.5
obligasi,-0.5
obstruktif,-0.5
ocehan,-0.5
oksidasi,-0.5
oligarki,-0.5
omelan,-1.0
omong kosong,-2.0
omongan,-0.5
opera,0.0
orang aneh,-1.0
orang asing,-1.5
orang bodoh,-0.5
orang buangan,-0.5
orang cabul,-0.5
orang celaka,-0.5
orang gila,-0.5
orang miskin,-0.5
orang munafik,-0.5
orang-orangan sawah,0.0
orc,-0.5
otokratis,-0.5
overdosis,-0.5
pajak,-0.5
paksaan,-1.5
paling tinggi,0.0
palsu,-2.5
panas,-0.5
pandemi,-0.5
panggilan,-1.5
panik,-1.0
pantat,-1.0
parafrase,0.0
paranoid,-0.5
parasit,-0.5
parau,-0.5
parodi,-0.5
partisan,-0.5
parut,-0.5
pasif,-0.5
patah,-0.5
payudara besar,-0.5
pecah,-1.0
pedang,-0.5
pedas,-0.5
pejalan kaki,-0.5
pejuang,0.0
pekerjaan rumah,-0.5
pekerjaan yg membosankan,-0.5
pelacur,-2.0
pelacuran,-0.5
pelaksanaan,-0.5
pelaku,-0.5
pelanggar,-0.5
pelanggaran,-4.0
pelanggaran hukum,-0.5
pelapor,-0.5
pelat ketel,-0.5
pelayan,0.0
pelengseran,-0.5
pelepasan,-0.5
pelit,-1.0
pelobi,-0.5
pelupaan,-0.5
pemain,-0.5
pemakaman,-1.0
pemalas,-0.5
pemalsuan,-1.0
pemalu,-0.5
pemarah,-1.0
pembajakan,-0.5
pembakar,-0.5
pembakaran,-1.0
pembalas,-0.5
pembalasan,-1.5
pembalasan dendam,-1.0
pembangkang,-0.5
pembangkangan,-0.5
pembantaian,-1.5
pembatalan,-1.0
pembawa,-0.5
pembayaran,-0.5
pembekuan,-0.5
pembengkakan,-0.5
pemberantasan,-0.5
pemberian,-0.5
pemberontak,-1.0
pemberontakan,-1.5
pembohong,-0.5
pembongkaran,-0.5
pembuangan,-1.0
pembuatan,-0.5
pembubaran,-0.5
pembunuh,-1.5
pembunuhan,-3.0
pembunuhan anak,-0.5
pemburu,-0.5
pemburuan kelinci,-0.5
pemecatan,-0.5
pemegatan,-0.5
pemerasan,-0.5
pemerintah,-0.5
pemindahan,-0.5
peminjam,-0.5
pemisahan,-1.0
pemisahan diri,-0.5
pemotong,0.0
pemotongan,-1.0
pemujaan berhala,-0.5
pemulung,-0.5
pemusnahan,-0.5
pemutarbalikan,-0.5
penahan,-0.5
penahanan,-1.0
penaklukan,-1.5
penalti,-0.5
penambah,-0.5
penangguhan,-1.0
penangkapan,-0.5
pencabutan,-1.0
pencahar,-0.5
pencium,-0.5
penculikan,-0.5
pencuri,-0.5
pencurian,-1.5
pendarahan,-0.5
pendendam,-1.5
pendengaran,-0.5
penderita,-0.5
penderitaan,-2.0
pendosa,-0.5
penekanan,-0.5
penembakan,-0.5
penetrasi,-0.5
pengabadian,-0.5
pengabaian,-1.0
pengacara,0.0
pengacau,-0.5
pengadilan,-0.5
pengaduan,-0.5
pengakuan,-0.5
penganggur,-0.5
penganiayaan,-1.0
pengap,-0.5
pengaruh,0.0
pengasingan,-0.5
pengawasan,0.0
pengeboman,-0.5
pengecualian,-1.0
pengecut,-2.5
pengeluaran,-1.0
pengembalian,0.0
pengemis,-0.5
pengenaan,-0.5
penggalian,-0.5
penggelapan,-0.5
penggoda,0.0
penggugat,-1.0
penghalang,-0.5
penghambatan,-0.5
penghancuran,-1.5
penghapusan,-2.0
penghasilan,0.0
penghematan,-0.5
penghentian,-1.5
penghinaan,-2.5
penghindaran,-1.0
penghukuman,-0.5
penghuni liar,-0.5
pengkhianat,-1.0
pengkhianatan,-1.5
pengkritik,-0.5
pengorbanan,-0.5
pengunduran diri,-0.5
pengungsian,-0.5
penguraian,-0.5
pengurangan,0.0
pengusiran,-1.0
pengusiran setan,-0.5
pengutang,-0.5
penindas,-0.5
penindasan,-0.5
penipu,-1.0
penipuan,-1.0
peniru,-0.5
peniruan,-1.0
penistaan,-0.5
peniup,-0.5
penjahat,-2.0
penjara,-2.0
penjara bawah tanah,-0.5
penjudi,-0.5
penodaan,-0.5
penolak,-1.0
penolakan,-2.5
penuduh,-0.5
penuh dosa,-0.5
penuh gairah,-0.5
penuh kebencian,-0.5
penuh teka-teki,-1.0
penularan,-0.5
penumpasan,-0.5
penundaan,-1.0
penuntutan,-0.5
penurunan,-1.0
penyajian,0.0
penyakit,-2.0
penyakit gondok,-0.5
penyakit jiwa,-0.5
penyakit kuning,-0.5
penyalahgunaan,-0.5
penyaliban,-0.5
penyaluran pecomberan,-0.5
penyangkalan,-1.0
penyebaran,-0.5
penyeberangan,-0.5
penyelewengan,-0.5
penyelidikan,-0.5
penyelundup,-0.5
penyelundupan,-0.5
penyembunyian,-0.5
penyemburan,-0.5
penyerang,-0.5
penyerbu,-0.5
penyergapan,-0.5
penyesalan,-0.5
penyihir,-0.5
penyimpangan,-1.0
penyitaan,-0.5
penyok,-0.5
penyuapan,-0.5
penyumbatan,-0.5
peracunan,-0.5
peradangan,-0.5
perampasan,-1.0
perampok,-0.5
perampokan,-1.5
perancah,-0.5
perang,-1.0
perang salib,-0.5
perangkap,-0.5
peraturan,-0.5
perawan tua,-0.5
perbedaan,0.0
perbedaan pendapat,-0.5
perbuatan zina,-0.5
perbudakan,-2.0
perburuan,-0.5
perceraian,-0.5
peredam,-0.5
perempuan,-0.5
pergolakan,-1.0
pergumulan,-0.5
peringatan,0.0
peringkat,-0.5
perintah,-0.5
perjanjian,0.0
perkelahian,-0.5
perlawanan,-0.5
permohonan,0.0
permusuhan,-1.0
perokok,-0.5
perpecahan,-0.5
persaingan,-0.5
perselisihan,-1.5
persenjataan,-0.5
pertanda,-1.0
pertandingan,-0.5
pertarungan,-0.5
pertempuran,-0.5
pertempuran kecil,-0.5
pertengkaran,-2.5
pertentangan,-0.5
pertikaian,-0.5
pertumpahan darah,-0.5
pertusis,-0.5
perubahan,-0.5
perubahan warna,-0.5
perusahaan monopoli,-0.5
perusak,-0.5
perut kembung,-0.5
pesimis,-0.5
pesimisme,-0.5
pesolek,-0.5
peti mati,-1.0
pidana,-0.5
piket,-1.0
pikun,-0.5
pingsan,-1.5
pinus,-0.5
pisau bedah,-0.5
pistol,-1.0
plagiat,-0.5
polemik,-0.5
poligami,-0.5
polio,-0.5
polusi,-0.5
pop,-0.5
popok,-0.5
porno,-1.5
pornografi,-0.5
pose,-0.5
pound,-0.5
prasangka,-0.5
prasmanan,-0.5
pria,0.0
promosi sensasional,-0.5
propaganda,-0.5
proses pengadilan,-0.5
provokasi,-0.5
psikosis,-0.5
puasa,-0.5
puing,-0.5
pukulan,-0.5
punah,-0.5
pupuk,-0.5
pusing,-1.0
putus,-0.5
putus asa,-2.0
rabies,-0.5
racun,-0.5
radang dingin,-0.5
radang paru-paru,-0.5
radang usus buntu,-0.5
radiasi,-0.5
radioaktif,-0.5
radon,-0.5
ragu,-1.0
rahasia,-1.0
rak,-0.5
raket,-0.5
raksasa,-0.5
raksasa binatang,-0.5
rakyat jelata,-0.5
ralat,-0.5
ram,-0.5
rampok,-0.5
rasa gelisah,-0.5
rasa malu,-0.5
rasa sakit,-1.5
rasa takut,-0.5
rasa tidak enak,-0.5
rawa,-2.0
rayap,-0.5
reaksioner,-0.5
redaman,-0.5
regresi,-1.0
regresif,0.0
rel,-0.5
remaja,-0.5
remang,-0.5
renda,0.0
rendah,-0.5
rendah budi,-0.5
rendah diri,-0.5
rentan,-1.0
represi,-0.5
republik,-0.5
resah,-0.5
resesi,-0.5
retak,-1.0
retakan,-0.5
retribusi,-1.0
reumatik,-0.5
revolusi,0.0
rewel,-0.5
reyot,-0.5
riasan,-0.5
riba,-0.5
ribut,-0.5
rindu,-0.5
rintangan,-0.5
rintik,-0.5
riuh,0.0
robek,-0.5
rokok,-0.5
rongseng,-0.5
roti,-0.5
ruam,-0.5
ruang bawah tanah,-0.5
ruang santai,-0.5
rubah betina,-0.5
rumah jagal,-0.5
rumah petak,-0.5
rumit,-1.5
rumpun,-0.5
rumput liar,-0.5
runtuh,-0.5
rusak,-1.0
rusuh,-0.5
sabotase,-0.5
sabuk,-0.5
saham,-0.5
sakit,-4.5
sakit gigi,-0.5
sakit hati,-0.5
sakit kepala,-0.5
sakit perut,-0.5
sakit saraf,-1.0
sakitan,-0.5
salah,-3.5
salah menaruhkan,-0.5
salah mengartikan,-0.5
salah paham,-1.0
salah saji,-0.5
salah tafsir,-0.5
salah tempat,-0.5
salah urus,-0.5
salinan,-0.5
salju longsor,-0.5
saluran pembuangan,-0.5
samaran,-1.0
sambilan,-0.5
sambutan hangat,0.0
sampah,-3.0
sampai sekarang,-0.5
sampar,-0.5
sandera,-0.5
sandiwara,-0.5
sandiwara sensasi,-0.5
sangat,0.0
sangat kuat,-0.5
sangat lapar,-0.5
sangat marah,-0.5
sarang,-0.5
sarang lebah,-0.5
sarat,-0.5
sarkasme,-0.5
sarkoma,-0.5
sarung tangan bulu,-0.5
satu warna,-0.5
sayap,-0.5
scrapie,-0.5
sebelum waktunya,-0.5
sebentar lagi,-0.5
secara menyedihkan,-0.5
secara paksa,-0.5
sedih,-2.0
segan,-1.0
segelintir,-0.5
sekam,-0.5
sekarat,-0.5
sekresi,-0.5
sektarian,-0.5
sekuestrasi,-0.5
selang,-0.5
selat,-0.5
selebaran,-0.5
selebriti,0.0
selikuran,-0.5
selip,-0.5
sembelit,-0.5
sembrono,-0.5
sembunyi,-0.5
sementara,-0.5
sempit,-0.5
senapan,-0.5
sengit,-0.5
senjata,-0.5
senjata api,-0.5
sensor,-0.5
seolah-olah,-0.5
sepa,-0.5
separatis,-0.5
sepatu kasual,-0.5
seperti budak,-0.5
sepi,-0.5
sepintas lalu,-0.5
sepsis,-0.5
septik,-0.5
serak,-0.5
seram,-0.5
serangan,-1.5
serangan mendadak,-0.5
serangga,-0.5
serat,-0.5
serba salah,-0.5
seringai,-0.5
serpihan,-0.5
sesat,-2.5
setan,-1.5
setengah jalan,-0.5
shanghai,-0.5
sia-sia,-1.0
sial,-0.5
sianida,-0.5
sifat lekas marah,-0.5
sifat takut-takut,-0.5
sihir,-1.0
siksaan,-0.5
silau,-0.5
sinis,-0.5
sinkop,-0.5
sinonim,0.0
sipir,-0.5
siput,-0.5
sirene,-0.5
sisa rasa,-0.5
sisa-sisa,-0.5
sitomegalovirus,-0.5
skandal,-0.5
skema,-0.5
skeptis,-0.5
skizofrenia,-0.5
somatik,-0.5
sombong,-2.5
sosialis,-0.5
spektral,-0.5
spekulasi,-0.5
spionase,-0.5
spons,-0.5
sprite,-0.5
stereotip,-1.0
steril,-0.5
sterling,0.0
stigma,-0.5
suaka,0.0
suami yg istrinya tdk setia,-0.5
subjek,-0.5
subsidi,-0.5
subversi,-0.5
subversif,-0.5
suka beperkara,-0.5
sukar dipahami,-0.5
sulap,-0.5
sulit,-1.0
sulit dipercaya,-0.5
sumbang,-0.5
sumpah palsu,-0.5
supremasi,0.0
suram,-3.0
surutnya,-0.5
syaitan,-0.5
tabrakan,-0.5
tabu,-0.5
tahan,0.0
tahan panas,-0.5
tahanan,-1.5
tajam,0.0
tak berarti,-1.0
tak berbalas,-0.5
tak berdasar,-0.5
tak berdaya,-1.0
tak berguna,-0.5
tak berjiwa,-0.5
tak berkesudahan,0.0
tak bermutu,-0.5
tak bernyawa,-0.5
tak berperabot,-0.5
tak bertuhan,-0.5
tak berujung,0.0
tak henti-hentinya,-0.5
tak kenal ampun,-0.5
tak layak,-0.5
tak menentu,-0.5
tak sedap dipandang,-0.5
tak tahu malu,-0.5
tak tentu,-0.5
tak terbayangkan,0.0
tak terdengar,-0.5
tak terduga,-0.5
tak tergoyahkan,0.0
tak terhindarkan,-0.5
tak terhitung,-1.0
tak terjangkau,-0.5
tak terkalahkan,0.0
tak terkatakan,-0.5
tak terkekang,0.0
tak terkendali,-0.5
tak terlatih,-0.5
tak terlindung,-0.5
tak terpikirkan,-0.5
tak tersembuhkan,-0.5
tak tertahankan,-1.0
takdir,-0.5
takhyul,0.0
takut,-2.5
tamak,-1.0
tambalan,-0.5
tamparan,-1.0
tanah,0.0
tanah longsor,-0.5
tanda Nazi,-0.5
tanda buruk,-0.5
tandus,-0.5
tangan kedua,-0.5
tanggal kematian,-0.5
tanggung jawab,-0.5
tangkai,-0.5
tanpa belas kasihan,-0.5
tanpa berpikir,-0.5
tanpa berwasiat,-0.5
tanpa dasar,-0.5
tanpa disadari,-0.5
tanpa harapan,-0.5
tanpa judul,-0.5
tanpa nama,-0.5
tanpa tanda jasa,-0.5
tanpa tubuh,-0.5
tanpa tujuan,-0.5
tantangan,-1.0
tarif,-0.5
tawanan,-1.0
tdk puas,-0.5
tebusan,-0.5
teduh,-0.5
tegang,-0.5
tegar,-0.5
teguran,-0.5
tekanan,-0.5
telanjang,-0.5
tembakan,-0.5
tembakau,-0.5
tembel,-0.5
tempa,-0.5
tempat lahir,-0.5
tempur,-0.5
tendangan,-0.5
tenggelam,-0.5
tengik,-0.5
teokratis,-0.5
tepuk tangan,0.0
terak,-0.5
terancam bahaya,-0.5
terasing,-1.0
terbatas,-1.0
terberat,-0.5
tercela,-1.0
tercengang,-0.5
terdampar,-0.5
terdemoralisasi,-0.5
terdepresiasi,-0.5
terdistorsi,-0.5
terendah,-0.5
terengah-engah,-0.5
terganggu,-1.5
tergelincir,-0.5
tergenang,-0.5
terhenti,-0.5
teriakan,-1.0
terik,-1.0
terjerat,-0.5
terjun,-0.5
terkejut,-0.5
terkena,-0.5
terkenal jahat,-0.5
terkilir,-0.5
terkontaminasi,-0.5
terkubur,-0.5
terkulai,-0.5
terkunci,-0.5
terkutuk,-2.0
terlalu mahal,-0.5
terlambat,-2.5
terlibat,-0.5
terluka,-1.0
terlupakan,-0.5
termasuk keluarga sapi,-0.5
terminal,-0.5
ternoda,-0.5
terompet,-0.5
teror,-0.5
teroris,-0.5
terorisme,-0.5
terpaut,-0.5
terpecah,-0.5
terpencil,-1.5
terpendam,-0.5
terperanjat,-0.5
terputus,-0.5
tersakiti,-0.5
tersandung,-1.0
tersedak,-0.5
tersembunyi,-1.5
tersendiri,-0.5
tersentuh,-0.5
tersinggung,-0.5
tertahan,-0.5
tertekan,-0.5
tertinggal,-0.5
tetanus,-0.5
tetap,0.0
tewas,-0.5
theisme,-0.5
tiang gantungan,-0.5
tidak adil,-1.5
tidak aktif,-0.5
tidak akurat,-0.5
tidak aman,-0.5
tidak bahagia,-0.5
tidak benar,-0.5
tidak beralasan,-0.5
tidak berbentuk,-0.5
tidak berbuah,-0.5
tidak berdaya,-0.5
tidak berguna,-1.0
tidak berkelanjutan,-0.5
tidak berkembang,-0.5
tidak berlisensi,-0.5
tidak berpendidikan,-0.5
tidak berpengalaman,-0.5
tidak berperasaan,-0.5
tidak bertanggung jawab,-1.0
tidak bijaksana,-0.5
tidak bisa diandalkan,-0.5
tidak bisa dijelaskan,-0.5
tidak bisa dilewati,-0.5
tidak bisa dimaafkan,-0.5
tidak bisa dimengerti,-0.5
tidak bisa dipertahankan,-0.5
tidak cocok,-0.5
tidak cukup,-0.5
tidak dapat,-0.5
tidak dapat diakses,-0.5
tidak dapat diatasi,-0.5
tidak dapat dibatalkan,-0.5
tidak dapat dibenarkan,-1.0
tidak dapat didamaikan,-0.5
tidak dapat dijelaskan,-0.5
tidak dapat dimengerti,-0.5
tidak dapat diperbaiki,-0.5
tidak dapat dipercaya,-0.5
tidak dapat dipertahankan,-0.5
tidak dapat diterapkan,-0.5
tidak dapat diterima,-1.0
tidak dapat diubah,-0.5
tidak didukung,-0.5
tidak digunakan,-0.5
tidak diinginkan,-1.5
tidak diizinkan,-0.5
tidak dikenal,-0.5
tidak disengaja,-0.5
tidak disetujui,-1.0
tidak disukai,-1.0
tidak diterbitkan,-0.5
tidak efektif,-1.0
tidak efisien,-0.5
tidak hormat,-0.5
tidak jelas,-0.5
tidak jujur,-1.0
tidak kompatibel,-0.5
tidak kompeten,-1.0
tidak logis,-0.5
tidak manusiawi,-0.5
tidak masuk akal,-0.5
tidak memadai,-1.0
tidak mematuhi,-0.5
tidak memihak,0.0
tidak memuaskan,-0.5
tidak menguntungkan,-1.0
tidak menyenangkan,-1.5
tidak merata,-0.5
tidak nyaman,-1.5
tidak pantas,-0.5
tidak pasti,-0.5
tidak patuh,-0.5
tidak peduli,-0.5
tidak pengertian,-0.5
tidak penting,-1.5
tidak percaya,-1.0
tidak populer,-0.5
tidak praktis,-0.5
tidak produktif,-0.5
tidak puas,-0.5
tidak ramah,-1.0
tidak relevan,-0.5
tidak resmi,-0.5
tidak sabar,-0.5
tidak sadar,-1.0
tidak sah,-0.5
tidak sehat,-0.5
tidak sempurna,-0.5
tidak senang,-0.5
tidak sengaja,-0.5
tidak senonoh,-0.5
tidak sesuai,-0.5
tidak setara,-0.5
tidak setia,-1.0
tidak setuju,-2.0
tidak siap,-0.5
tidak simpati,-0.5
tidak sopan,-1.0
tidak stabil,-0.5
tidak tahu,-0.5
tidak tahu berterima kasih,-0.5
tidak teratur,-0.5
tidak terbaca,-0.5
tidak terduga,0.0
tidak terikat,-0.5
tidak terinspirasi,-0.5
tidak terkendali,-1.0
tidak terkesan,-0.5
tidak termasuk,-0.5
tidak terpengaruh,-0.5
tidak terpenuhi,-0.5
tidak tertarik,-1.0
tidak wajar,-0.5
tikus,-0.5
tindakan merugikan,-0.5
tindakan yg bodoh,-0.5
tinggal,-0.5
tinja,-0.5
tipu,-0.5
tipu daya,-0.5
tipu muslihat,-0.5
tipuan,-0.5
tiran,-0.5
tiupan,-0.5
toilet,-1.0
toksin,-0.5
tolol,-0.5
tombak,-0.5
tongkat,0.0
tontonan,0.0
topan,-1.0
topangan,-0.5
torpedo,-0.5
tragedi,-0.5
tragis,-0.5
traumatis,-0.5
troll,-0.5
tua,0.0
tuduhan,-2.0
tukang daging,-0.5
tulang belakang,0.0
tumit,-0.5
tumor,-1.0
tumpukan,-0.5
tumpul,-0.5
tunawisma,-0.5
tungau,-0.5
tunggakan,-0.5
tunggu,-0.5
tuntutan,-0.5
tusukan,-0.5
tutup,-0.5
ulangan,-0.5
ular,-1.0
ular berbisa,-0.5
ular naga,-0.5
ultimatum,-0.5
umpan,-0.5
usungan jenazah,-0.5
utang,-0.5
vampir,-0.5
varisela,-0.5
varises,-0.5
vegetatif,-0.5
verbositas,-0.5
vertigo,-0.5
virus,-0.5
virus herpes,-0.5
voodoo,-0.5
vulgar,-0.5
wabah,-0.5
wajib,-1.0
wartawan,0.0
wasir,-0.5
wiski,-0.5
xenofobia,-0.5
yg beralamat buruk,-0.5
yg berhutang,-0.5
yg diperlukan,-0.5
yg ketinggalan jaman,-0.5
yg tdk berlaku,-0.5
zat,0.0
zat yang lengket dan kental,-0.5
zina,-0.5
zip,-0.5
