Indonesian Word,big
psikosis,-1
puasa,-1
puing,-1
pukulan,-1
punah,-1
pupuk,-1
pusing,-2
putus,-1
putus asa,-4
rabies,-1
racun,-1
radang dingin,-1
radang paru-paru,-1
radang usus buntu,-1
radiasi,-1
radioaktif,-1
radon,-1
ragu,-2
rahasia,-2
rak,-1
raket,-1
raksasa,-2
raksasa binatang,-1
rakyat jelata,-1
ralat,-1
ram,-1
rampok,-1
rasa gelisah,-1
rasa malu,-1
rasa sakit,-3
rasa takut,-1
rasa tidak enak,-1
rawa,-4
rayap,-1
reaksioner,-1
redaman,-1
regresi,-2
rel,-1
remaja,-2
remang,-1
rendah,-1
rendah budi,-1
rendah diri,-1
rentan,-2
represi,-1
republik,-1
resah,-1
resesi,-1
retak,-2
retakan,-1
retribusi,-2
reumatik,-1
rewel,-1
reyot,-1
riasan,-1
riba,-1
ribut,-1
rindu,-1
rintangan,-1
rintik,-1
robek,-1
rokok,-1
rongseng,-1
roti,-1
ruam,-1
ruang bawah tanah,-1
ruang santai,-1
rubah betina,-1
rumah jagal,-1
rumah petak,-1
rumit,-3
rumpun,-1
rumput liar,-1
runtuh,-1
rusak,-2
rusuh,-1
sabotase,-1
sabuk,-1
saham,-1
sakit,-9
sakit gigi,-1
sakit hati,-1
sakit kepala,-1
sakit perut,-1
sakit saraf,-2
sakitan,-1
salah,-7
salah menaruhkan,-1
salah mengartikan,-1
salah paham,-2
salah saji,-1
salah tafsir,-1
salah tempat,-1
salah urus,-1
salinan,-1
salju longsor,-1
saluran pembuangan,-1
samaran,-2
sambilan,-1
sampah,-6
sampai sekarang,-1
sampar,-1
sandera,-1
sandiwara,-1
sandiwara sensasi,-1
sangat kuat,-1
sangat lapar,-1
sangat marah,-1
sarang,-1
sarang lebah,-1
sarat,-1
sarkasme,-1
sarkoma,-1
sarung tangan bulu,-1
satu warna,-1
sayap,-1
scrapie,-1
sebelum waktunya,-1
sebentar lagi,-1
secara menyedihkan,-1
secara paksa,-1
sedih,-4
segan,-2
segelintir,-1
sekam,-1
sekarat,-1
sekresi,-1
sektarian,-1
sekuestrasi,-1
selang,-1
selat,-1
selebaran,-1
selikuran,-1
selip,-1
sembelit,-1
sembrono,-1
sembunyi,-1
sementara,-1
sempit,-1
senapan,-1
sengit,-1
senjata,-1
senjata api,-1
sensor,-1
seolah-olah,-1
sepa,-1
separatis,-1
sepatu kasual,-1
seperti budak,-1
sepi,-1
sepintas lalu,-1
sepsis,-1
septik,-1
serak,-1
seram,-1
serangan,-3
serangan mendadak,-1
serangga,-1
serat,-1
serba salah,-1
seringai,-1
serpihan,-1
sesat,-5
setan,-3
setengah jalan,-1
shanghai,-1
sia-sia,-2
sial,-1
sianida,-1
sifat lekas marah,-1
sifat takut-takut,-1
sihir,-2
siksaan,-1
silau,-1
sinis,-1
sinkop,-1
sipir,-1
siput,-1
sirene,-1
sisa rasa,-1
sisa-sisa,-1
sitomegalovirus,-1
skandal,-1
skema,-1
skeptis,-1
skizofrenia,-1
somatik,-1
sombong,-5
sosialis,-1
spektral,-1
spekulasi,-1
spionase,-1
spons,-1
sprite,-1
stereotip,-2
steril,-1
stigma,-1
suami yg istrinya tdk setia,-1
subjek,-1
subsidi,-1
subversi,-1
subversif,-1
suka beperkara,-1
sukar dipahami,-1
sulap,-1
sulit,-2
sulit dipercaya,-1
sumbang,-1
sumpah palsu,-1
suram,-6
surutnya,-1
syaitan,-1
tabrakan,-1
tabu,-1
tahan panas,-1
tahanan,-3
tak berarti,-2
tak berbalas,-1
tak berdasar,-1
tak berdaya,-2
tak berguna,-1
tak berjiwa,-1
tak bermutu,-1
tak bernyawa,-1
tak berperabot,-1
tak bertuhan,-1
tak henti-hentinya,-1
tak kenal ampun,-1
tak layak,-1
tak menentu,-1
tak sedap dipandang,-1
tak tahu malu,-1
tak tentu,-1
tak terdengar,-1
tak terduga,-1
tak terhindarkan,-1
tak terhitung,-2
tak terjangkau,-1
tak terkatakan,-1
tak terkendali,-1
tak terlatih,-1
tak terlindung,-1
tak terpikirkan,-1
tak tersembuhkan,-1
tak tertahankan,-2
takdir,-1
takut,-5
tamak,-2
tambalan,-1
tamparan,-2
tanah longsor,-1
tanda Nazi,-1
tanda buruk,-1
tandus,-1
tangan kedua,-1
tanggal kematian,-1
tanggung jawab,-1
tangkai,-1
tanpa belas kasihan,-1
tanpa berpikir,-1
tanpa berwasiat,-1
tanpa dasar,-1
tanpa disadari,-1
tanpa harapan,-1
tanpa judul,-1
tanpa nama,-1
tanpa tanda jasa,-1
tanpa tubuh,-1
tanpa tujuan,-1
tantangan,-2
tarif,-1
tawanan,-2
tdk puas,-1
tebusan,-1
teduh,-1
tegang,-1
tegar,-1
teguran,-1
tekanan,-1
telanjang,-1
tembakan,-1
tembakau,-1
tembel,-1
tempa,-1
tempat lahir,-1
tempur,-1
tendangan,-1
tenggelam,-1
tengik,-1
teokratis,-1
terak,-1
terancam bahaya,-1
terasing,-2
terbatas,-2
terberat,-1
tercela,-2
tercengang,-1
terdampar,-1
terdemoralisasi,-1
terdepresiasi,-1
terdistorsi,-1
terendah,-1
terengah-engah,-1
terganggu,-3
tergelincir,-1
tergenang,-1
terhenti,-1
teriakan,-2
terik,-2
terjerat,-1
terjun,-1
terkejut,-1
terkena,-1
terkenal jahat,-1
terkilir,-1
terkontaminasi,-1
terkubur,-1
terkulai,-1
terkunci,-1
terkutuk,-4
terlalu mahal,-1
terlambat,-5
terlibat,-1
terluka,-2
terlupakan,-1
termasuk keluarga sapi,-1
terminal,-1
ternoda,-1
terompet,-1
teror,-1
teroris,-1
terorisme,-1
terpaut,-1
terpecah,-1
terpencil,-3
terpendam,-1
terperanjat,-1
terputus,-1
tersakiti,-1
tersandung,-2
tersedak,-1
tersembunyi,-3
tersendiri,-1
tersentuh,-1
tersinggung,-1
tertahan,-1
tertekan,-1
tertinggal,-1
tetanus,-1
tewas,-1
theisme,-1
tiang gantungan,-1
tidak adil,-3
tidak aktif,-1
tidak akurat,-1
tidak aman,-1
tidak bahagia,-1
tidak benar,-1
tidak beralasan,-1
tidak berbentuk,-1
tidak berbuah,-1
tidak berdaya,-1
tidak berguna,-2
tidak berkelanjutan,-1
tidak berkembang,-1
tidak berlisensi,-1
tidak berpendidikan,-1
tidak berpengalaman,-1
tidak berperasaan,-1
tidak bertanggung jawab,-2
tidak bijaksana,-1
tidak bisa diandalkan,-1
tidak bisa dijelaskan,-1
tidak bisa dilewati,-1
tidak bisa dimaafkan,-1
tidak bisa dimengerti,-1
tidak bisa dipertahankan,-1
tidak cocok,-1
tidak cukup,-1
tidak dapat,-1
tidak dapat diakses,-1
tidak dapat diatasi,-1
tidak dapat dibatalkan,-1
tidak dapat dibenarkan,-2
tidak dapat didamaikan,-1
tidak dapat dijelaskan,-1
tidak dapat dimengerti,-1
tidak dapat diperbaiki,-1
tidak dapat dipercaya,-1
tidak dapat dipertahankan,-1
tidak dapat diterapkan,-1
tidak dapat diterima,-2
tidak dapat diubah,-1
tidak didukung,-1
tidak digunakan,-1
tidak diinginkan,-3
tidak diizinkan,-1
tidak dikenal,-1
tidak disengaja,-1
tidak disetujui,-2
tidak disukai,-2
tidak diterbitkan,-1
tidak efektif,-2
tidak efisien,-1
tidak hormat,-1
tidak jelas,-1
tidak jujur,-2
tidak kompatibel,-1
tidak kompeten,-2
tidak logis,-1
tidak manusiawi,-1
tidak masuk akal,-1
tidak memadai,-2
tidak mematuhi,-1
tidak memuaskan,-1
tidak menguntungkan,-2
tidak menyenangkan,-3
tidak merata,-1
tidak nyaman,-3
tidak pantas,-1
tidak pasti,-1
tidak patuh,-1
tidak peduli,-1
tidak pengertian,-1
tidak penting,-3
tidak percaya,-2
tidak populer,-1
tidak praktis,-1
tidak produktif,-1
tidak puas,-1
tidak ramah,-2
tidak relevan,-1
tidak resmi,-1
tidak sabar,-1
tidak sadar,-2
tidak sah,-1
tidak sehat,-1
tidak sempurna,-1
tidak senang,-1
tidak sengaja,-1
tidak senonoh,-1
tidak sesuai,-1
tidak setara,-1
tidak setia,-2
tidak setuju,-4
tidak siap,-1
tidak simpati,-1
tidak sopan,-2
tidak stabil,-1
tidak tahu,-1
tidak tahu berterima kasih,-1
tidak teratur,-1
tidak terbaca,-1
tidak terikat,-1
tidak terinspirasi,-1
tidak terkendali,-2
tidak terkesan,-1
tidak termasuk,-1
tidak terpengaruh,-1
tidak terpenuhi,-1
tidak tertarik,-2
tidak wajar,-1
tikus,-1
tindakan merugikan,-1
tindakan yg bodoh,-1
tinggal,-1
tinja,-1
tipu,-2
tipu daya,-1
tipu muslihat,-1
tipuan,-1
tiran,-1
tiupan,-1
toilet,-2
toksin,-1
tolol,-1
tombak,-1
topan,-2
topangan,-1
torpedo,-1
tragedi,-1
tragis,-1
traumatis,-1
troll,-1
tuduhan,-4
tukang daging,-1
tumit,-1
tumor,-2
tumpukan,-1
tumpul,-1
tunawisma,-1
tungau,-1
tunggakan,-1
tunggu,-1
tuntutan,-1
tusukan,-1
tutup,-1
ulangan,-1
ular,-2
ular berbisa,-1
ular naga,-1
ultimatum,-1
umpan,-1
usungan jenazah,-1
utang,-1
vampir,-1
varisela,-1
varises,-1
vegetatif,-1
verbositas,-1
vertigo,-1
virus,-1
virus herpes,-1
voodoo,-1
vulgar,-1
wabah,-1
wajib,-2
wasir,-1
wiski,-1
xenofobia,-1
yg beralamat buruk,-1
yg berhutang,-1
yg diperlukan,-1
yg ketinggalan jaman,-1
yg tdk berlaku,-1
zat yang lengket dan kental,-1
zina,-1
zip,-1
