Indonesian Word,big
kelonggaran,0.5
keluar,-1.0
keluarga,1.0
keluhan,-1.0
kelulusan,1.0
kelumpuhan,-1.0
kemabukan,-0.5
kemahakuasaan,1.0
kemahiran,0.5
kemajuan,1.0
kemakmuran,1.0
kemalangan,-1.0
kemalasan,-0.5
kemampuan,0.6666666666666666
kemandulan,-1.0
kemanjuran,1.0
kemanusiaan,1.0
kemarahan,-0.8333333333333334
kemasyhuran,1.0
kematian,-1.0
kembar,1.0
kemegahan,0.5
kemenangan,1.0
kementerian,1.0
kemerdekaan,1.0
kemerosotan,-1.0
kemewahan,0.6666666666666666
kemiskinan,-1.0
kemitraan,1.0
kemunafikan,-1.0
kemunduran,-1.0
kemurahan hati,1.0
kemurnian,1.0
kemustahilan,-1.0
ken,1.0
kenaikan,0.3333333333333333
kenang-kenangan,1.0
kenari,0.5
kendala,-1.0
kendali,-0.5
kendur,-1.0
kenekatan,-1.0
kengerian,-1.0
kental,-0.3333333333333333
kenyamanan,1.0
kepadatan,0.5
kepahitan,-1.0
kepahlawanan,1.0
kepala batu,-1.0
kepala pelayan,1.0
kepala suku,1.0
kepalsuan,-1.0
kepandaian,1.0
kepanikan,1.0
kepasifan,-1.0
kepastian,1.0
kepatuhan,1.0
kepekaan,1.0
kepemilikan,1.0
kepengecutan,-1.0
keperawanan,1.0
kepercayaan,0.5
kepercayaan diri,1.0
kepolosan,1.0
kepopuleran,1.0
kepuasan,0.5
kepulangan sakit,-1.0
kepura-puraan,-1.0
keputusasaan,-0.6666666666666666
keputusasan,-1.0
keracunan,-1.0
keraguan,-0.4
kerakusan,-1.0
keramahan,1.0
kerang,-0.25
keras,-0.8333333333333334
keras hati,-1.0
keras kepala,-1.0
kerasukan,-1.0
kerdil,-0.5
kerendahhatian,1.0
kerentanan,-1.0
kerenyam,1.0
keretakan,-1.0
keriangan,-1.0
keributan,-1.0
kerinduan,0.5
kering,-0.3333333333333333
keriting,0.3333333333333333
keriuhan,-1.0
keriuhan di pawai,1.0
kerja keras,-1.0
kerja sama,1.0
kerugian,-0.6666666666666666
kerukunan,1.0
kerumitan,-1.0
kerusakan,-1.0
kerusuhan,-0.5
kesabaran,1.0
kesadaran,1.0
kesalahan,-1.0
kesalahpahaman,-1.0
kesalehan,1.0
kesan,1.0
kesatuan,0.5
kesederhanaan,1.0
kesediaan,1.0
kesedihan,-0.75
kesehatan,0.3333333333333333
keseimbangan,0.6666666666666666
kesejukan,1.0
keseleo,-1.0
kesempurnaan,0.5
kesenangan,-0.5
kesenangan karena menderita,-1.0
kesendirian,-0.5
kesengsaraan,-1.0
kesepian,-1.0
kesesuaian,0.75
kesetiaan,1.0
kesiapan,1.0
kesombongan,-1.0
kesopanan,0.8571428571428571
kesucian,0.5
kesukaan,1.0
kesuksesan,1.0
kesulitan,-1.0
kesungguhan,0.5
kesuraman,-1.0
kesurupan,-1.0
kesyahidan,-1.0
ketaatan,0.3333333333333333
ketabahan,1.0
ketahanan,1.0
ketajaman,0.6666666666666666
ketakterbatasan,1.0
ketakutan,-1.0
ketamakan,-1.0
ketangkasan,1.0
ketegasan,1.0
keteguhan,1.0
ketekunan,0.5
ketenangan,0.8
ketepatan waktu,0.5
keteraturan,1.0
keterbacaan,1.0
keterbukaan,1.0
ketergantungan,-0.6666666666666666
keterlaluan,-1.0
keterlambatan,-1.0
keterlibatan,0.5
keterusterangan,0.5
ketiadaan,-1.0
ketidakabsahan,-1.0
ketidakadilan,-1.0
ketidakamanan,-1.0
ketidakbahagiaan,-1.0
ketidakberdayaan,-1.0
ketidakberpihakan,1.0
ketidakcocokan,-1.0
ketidakcukupan,-1.0
ketidakdewasaan,-1.0
ketidakefisienan,-1.0
ketidakhadiran,-1.0
ketidakjelasan,-1.0
ketidakjujuran,-1.0
ketidakkonsistenan,-1.0
ketidaklengkapan,-1.0
ketidakmampuan,-1.0
ketidakmurnian,-1.0
ketidakpantasan,-1.0
ketidakpatuhan,-1.0
ketidakpedulian,-1.0
ketidakpercayaan,-0.75
ketidakpuasan,-1.0
ketidaksabaran,-1.0
ketidaksahan,-1.0
ketidaksamaan,-1.0
ketidaksempurnaan,-1.0
ketidaksenangan,-1.0
ketidaksetiaan,-1.0
ketidaksetujuan,-1.0
ketidakstabilan,-0.5
ketidakteraturan,-1.0
ketinggalan,-1.0
ketinggian,0.5
ketombe,-1.0
ketua,0.5
keturunan,0.125
keuangan,0.3333333333333333
keunggulan,0.8
keuntungan,1.0
kewalahan,-1.0
kewaspadaan,1.0
keyakinan,1.0
kezaliman,-1.0
khawatir,-0.6666666666666666
khayalan,-1.0
khloroform,-1.0
khotbah,0.5
kiamat,-1.0
kicauan,1.0
kidung,1.0
kilap,1.0
kilau,0.5
kina,1.0
kisah,0.5
kisi,-0.3333333333333333
kista,-1.0
kita,-1.0
klasik,1.0
klerikal,1.0
klimaks,1.0
knalpot,-0.5
koalisi,1.0
kodok,-1.0
kognitif,1.0
koheren,1.0
koherensi,1.0
kokain,-1.0
kokoh,1.0
kolam,0.5
kolera,-1.0
kolonel,1.0
kolosal,1.0
kolusi,-1.0
koma,-0.5
komandan,0.5
komentator,1.0
komodor,1.0
kompak,0.5
kompatibel,1.0
kompeten,1.0
kompetensi,1.0
kompetisi,-1.0
kompleksitas,-1.0
komplikasi,-1.0
komplotan rahasia,-1.0
kompos,-1.0
komposer,1.0
komuni,1.0
komunikatif,1.0
komunisme,-1.0
kondusif,1.0
konflik,-1.0
kongregasi,1.0
konkordansi,1.0
konsekrasi,1.0
konselor,0.5
konsentris,1.0
konservasi,1.0
konsistensi,1.0
konsonan,1.0
konspirator,-1.0
konstan,1.0
konstitusional,1.0
kontak,1.0
kontaminasi,-1.0
kontemplasi,1.0
kontensius,-1.0
kontradiksi,-1.0
kontradiktif,-1.0
kontras,-0.5
kontroversi,-1.0
kontroversial,-1.0
kontur,1.0
konyol,-1.0
kooperatif,1.0
kopral,-1.0
korban,-0.6666666666666666
koreksi,-1.0
korespondensi,1.0
koroner,-1.0
korosi,-1.0
korosif,-1.0
korup,-1.0
korupsi,-1.0
kosakata,1.0
kosmopolitan,1.0
kosong,-0.4
kotor,-1.0
kotoran,-0.8888888888888888
kreatif,1.0
kredibel,1.0
kredibilitas,1.0
kredit,1.0
krim,1.0
kriminalitas,-1.0
krisis,-1.0
kristal,0.5
kritik,0.5
kronik,1.0
kronis,-1.0
ksatria,1.0
kualifikasi,1.0
kuat,0.7142857142857143
kuburan,-1.0
kucing garong,-1.0
kuda jantan,1.0
kudis,-1.0
kue keju,-1.0
kue-kue,1.0
kuliner,1.0
kulit pohon,-1.0
kultus,-1.0
kunci,-0.3333333333333333
kuning,-0.5
kunjungan,-1.0
kuno,-1.0
kurang ajar,-1.0
kurang bayar,-1.0
kurang bersemangat,-1.0
kurang informasi,-1.0
kurang lengkap,-1.0
kurang menarik,-1.0
kurang pengalaman,-1.0
kurang pengetahuan,-1.0
kurang sopan,-1.0
kurungan,-1.0
kurus,-0.25
kusta,-1.0
kusut,-0.5
kutil,-1.0
kutu,-0.8
kutu buku,1.0
kutuk,-1.0
kutukan,-1.0
labirin,-0.5
lagi,0.3333333333333333
lagu,0.3333333333333333
lagu Natal,1.0
lagu pendek,1.0
lahar,-1.0
laknat,-1.0
laksamana,0.5
lakukan,-1.0
lalai,-1.0
lalim,-1.0
lamban,-1.0
lambang,0.5
lampiran,0.5
lamunan,1.0
lamur,-0.5
lancang,-1.0
landak,-0.5
langit,1.0
langka,-1.0
langsing,1.0
langsung,0.5
lapar,-1.0
lapis,1.0
lapisan,0.125
larangan,-1.0
larutan,1.0
laser,1.0
laut,0.3333333333333333
lawan,-1.0
layak,1.0
layang-layang,-1.0
layu,-0.5
lebih besar,0.5
lebih buruk,-1.0
lebih menyukai,1.0
lebih rendah,-1.0
lebih tua,1.0
lecet,-1.0
ledakan,-0.6
lega,1.0
legendaris,1.0
lelah,-1.0
lelaki yg tdk terpelajar,-1.0
lelucon,-1.0
lemah,-0.5
lemak,-0.5
lemas,-1.0
lembam,-1.0
lembek,-1.0
lembut,0.25
lemon,-1.0
lencana,0.5
lentur,1.0
lepuh,-1.0
lesu,-0.75
letal,-1.0
letih,-1.0
letusan,-1.0
leukemia,-1.0
lezat,1.0
liar,-1.0
liberal,1.0
liburan,1.0
licik,-0.42857142857142855
licin,0.5
liga,1.0
lihai,1.0
limbah,-1.0
lincah,0.75
linglung,-0.5
lintah,-1.0
linu panggul,-1.0
lirik,-1.0
liris,0.5
listrik,1.0
logis,1.0
longgar,-0.5
loon,-1.0
lowongan,-1.0
loyal,1.0
loyalitas,1.0
luak,-1.0
luar biasa,0.6153846153846154
luar negeri,-0.5
luas,0.42857142857142855
lucu,-0.4
lucu sekali,1.0
luka,-1.0
lumayan,1.0
lumba-lumba,1.0
lumpuh,-1.0
lumpur,-1.0
lumpur salju,-1.0
lunak,0.25
lupa,-1.0
lusuh,-1.0
lynch,-1.0
maaf,1.0
maag,-1.0
mabuk,-1.0
mafia,-1.0
magnet,1.0
magnetit,1.0
mahakuasa,0.5
mahatahu,1.0
mahir,1.0
maju,0.5
makan,0.5
makan malam,0.25
makanan,0.6
makanan ternak,-0.5
makhluk,-0.5
makhluk hidup,-0.5
makmur,1.0
maksimum,1.0
malaikat,1.0
malang,-1.0
malapetaka,-1.0
malaria,-1.0
malas,-1.0
maling,-1.0
malpraktik,-1.0
malu,-0.75
mandamus,-1.0
mandat,0.5
mandi,0.3333333333333333
mandor,1.0
manfaat,0.5
mangsa,-1.0
manipulasi,-1.0
manis,0.6666666666666666
manisan,1.0
manna,1.0
mantap,1.0
manusia super,1.0
manusiawi,1.0
mapan,0.5
marah,-0.8571428571428571
marquis,1.0
marsekal,1.0
martingale,-1.0
martir,-1.0
masa kanak-kanak,1.0
masa kejayaan,1.0
masa pensiun,1.0
masalah,-0.5
masam,-1.0
maskulin,1.0
massa,-0.5
masyarakat,0.5
mata duitan,-1.0
matahari,1.0
matahari terbenam,1.0
matang,1.0
materialis,-1.0
materialisme,-1.0
mati,-0.6666666666666666
mati lemas,-1.0
mati rasa,-1.0
mayat,-1.0
mayoritas,1.0
mazmur,1.0
medali,0.5
medan perang,-1.0
mediasi,1.0
medis,1.0
mediterania,1.0
megah,1.0
mekar,1.0
melahap,-0.5
melaksanakan,0.5
melampiaskan,-1.0
melanggar,-1.0
melanggar hukum,-1.0
melanjutkan,0.25
melankolik,-1.0
melankolis,-1.0
melarang,-0.5
melarikan diri,-0.6666666666666666
melawan,-1.0
melayani,0.3333333333333333
melayu,-1.0
melebih-lebihkan,-0.5
melebihi,0.6666666666666666
melecehkan,-0.5
meledak,-1.0
meledakkan,-1.0
melelahkan,-1.0
melemah,-1.0
melengkapi,0.5
melengking,-1.0
melengkung,-0.6
melenyapkan,-1.0
melepaskan,-0.25
meleset,-1.0
melestarikan,0.6666666666666666
meletus,-1.0
melewati,-1.0
melibatkan,-1.0
melihat,0.2
melimpah,1.0
melimpahi,-1.0
melimpahkan,1.0
melindungi,1.0
meliur,-1.0
melolong,-1.0
melompat,0.25
meluap,-0.3333333333333333
melukai,-1.0
melumpuhkan,-1.0
meluncur,0.5
meluncurkan,1.0
melupakan,-1.0
memaafkan,1.0
memadamkan,-1.0
memahami,0.6666666666666666
memakai,-0.3333333333333333
memaksa,-0.75
memalsukan,-1.0
memalukan,-0.8571428571428571
memamerkan,-1.0
memancarkan,0.3333333333333333
memancing,-1.0
memandu,1.0
memanen,1.0
memanggang,-0.25
memanipulasi,-1.0
memanjakan,-0.3333333333333333
memar,-1.0
memarahi,-1.0
memarut,-1.0
memastikan,0.25
mematangkan,1.0
mematikan,-1.0
mematuk,1.0
membabi buta,-1.0
membaca,0.5
membagikan,-0.3333333333333333
membahayakan,-1.0
membalas,0.3333333333333333
membalikkan,-0.5
membanggakan,1.0
membangkitkan,0.4
membangun,1.0
membanjiri,-1.0
membantah,-1.0
membanting,-1.0
membantu,1.0
membarui lagi,1.0
membasmi,-1.0
membatalkan,-0.8888888888888888
membatasi,-0.5
membayar,1.0
membayar kembali,1.0
membebani,-1.0
membebaskan,0.5
membedakan,-0.3333333333333333
membela,1.0
membelah,-0.6666666666666666
membelai,0.5
membenamkan,1.0
membenci,-1.0
membentengi,1.0
membentuk,0.3333333333333333
memberatkan,-1.0
memberdayakan,1.0
memberi,0.75
memberikan,0.5
memberkati,1.0
memberontak,-1.0
membersihkan,0.6666666666666666
membesut,-1.0
membina,1.0
membinasakan,-1.0
memboikot,-1.0
membombardir,-1.0
membongkar,-0.25
membosankan,-0.8333333333333334
membual,-1.0
membuang,-0.3333333333333333
membuat,0.3333333333333333
membuat bingung,-1.0
membuat terkesan,1.0
membuat ulang,1.0
membuka,0.3333333333333333
membuktikan,1.0
membumbui,0.5
membungkuk,-0.5
membunuh,-1.0
memburu,-1.0
memburuk,-1.0
membusuk,-0.75
memekik,-1.0
memeluk,1.0
memenjarakan,-1.0
memenuhi,1.0
memenuhi syarat,0.6666666666666666
memerah,-0.3333333333333333
memeriahkan,1.0
memerintah,0.25
memfitnah,-0.6666666666666666
memikat hati,1.0
memilih,0.5
memiliki,0.5
memimpin,0.3333333333333333
meminta maaf,1.0
memisahkan,-0.3333333333333333
memohon,-0.25
memotong,-0.2857142857142857
mempekerjakan,0.5
mempelai,1.0
mempelajari,1.0
memperbaiki,0.6666666666666666
memperbudak,-1.0
mempercantik,1.0
memperdaya,-1.0
memperingati,1.0
memperingatkan,-1.0
memperkaya,1.0
memperkecil,-1.0
memperkosa,-1.0
memperkuat,0.5
memperlambat,-1.0
memperoleh,0.4
memperpanjang,0.3333333333333333
mempersiapkan,0.5
mempertaruhkan,-0.5
mempertinggi,-1.0
mempesona,0.6666666666666666
memproduksi,1.0
memprovokasi,-1.0
memuakkan,-1.0
memuaskan,0.5
memudahkan,1.0
memudar,-0.5
memuja,1.0
memuji,1.0
memukau,1.0
memukul,-0.8333333333333334
memukul mundur,-1.0
memulangkan,-1.0
memuliakan,1.0
memulihkan,1.0
memungkinkan,1.0
memurnikan,1.0
memusnahkan,-1.0
memutuskan,-1.0
memveto,-1.0
memvonis,-1.0
menabrak,-0.5
menahan,-0.75
menakjubkan,0.4
menakuti,-1.0
menambah,0.5
menambatkan,-1.0
menanduk,-1.0
menanggung,1.0
menangis,-0.8
menangkap,-0.6666666666666666
menanjak,1.0
menara,1.0
menari,1.0
menarik,0.5833333333333334
menarik kembali,-1.0
menasihati,1.0
menatap,-0.5
menawan,1.0
menawarkan,0.5
mencairkan,-1.0
mencambuk,-1.0
mencampuradukkan,-1.0
mencampuri,-1.0
mencekik,-1.0
mencela,-1.0
mencemari,-1.0
mencemoohkan,-1.0
mencerahkan,1.0
mencetak kembali,-1.0
mencoba-coba,-0.5
mencolek,-1.0
mencolok,1.0
mencongkel,-1.0
menculik,-1.0
mencurangi,-1.0
mencuri,-0.5
mencurigakan,-0.5
mendahului,0.25
mendakwa,-1.0
mendambakan,-0.5
mendapatkan,0.75
mendarat,1.0
mendasar,1.0
mendatangkan,-1.0
mendayung,1.0
mendebarkan,1.0
mendekam,-0.5
mendera,-1.0
menderita,-0.8
mendesak,-0.5
mendesis,-0.3333333333333333
mendeteksi,1.0
mendidihkan,-1.0
mendidik,1.0
mendiskreditkan,-1.0
mendominasi,0.5
mendorong,0.2
menduga,1.0
mendukung,0.5
mendung,-1.0
menebus,1.0
menegaskan,0.5
menegaskan kembali,1.0
meneguk,-0.5
menegur,-1.0
menekan,-1.0
menekankan,-0.5
menelantarkan,-1.0
meneliti,-0.5
menembak,-1.0
menempa,1.0
menempati,1.0
menenangkan,0.6
menengahi,0.5
menenggak,-1.0
menenggelamkan,-1.0
menentang,-0.75
menerangi,1.0
menerima,0.6666666666666666
meneror,-1.0
mengabaikan,-1.0
mengaburkan,-1.0
mengadili,-1.0
mengagumi,1.0
mengagungkan,1.0
mengajar,1.0
mengajukan perkara,-1.0
mengakui,0.2
mengalah,-1.0
mengalahkan,-0.6
mengalir,0.3333333333333333
mengambil bagian,1.0
mengamuk,-1.0
mengancam,-1.0
mengangkat,0.25
menganiaya,-1.0
mengantar,1.0
menganugerahkan,1.0
mengasingkan,-1.0
mengatakan,-1.0
mengatur,0.5
mengecam,-1.0
mengecewakan,-1.0
mengecilkan hati,-1.0
mengejar,-0.5
mengejek,-1.0
mengejuntukan,-1.0
mengejutkan,-0.5
mengelilingi,0.5
mengelola,0.5
mengeluarkan,-0.5
mengeluh,-1.0
mengelupas,-1.0
mengembalikan ke penjara,-1.0
mengembalikan lagi,1.0
mengembangkan,0.3333333333333333
mengemis,-1.0
mengenakan,1.0
mengepung,1.0
mengerang,-1.0
mengeras,-0.3333333333333333
mengerikan,-1.0
mengernyit,-1.0
mengerti,1.0
mengerutkan kening,-1.0
mengesalkan,-1.0
menggabungkan,0.25
menggagalkan,-0.75
mengganggu,-0.9
mengganti rugi,-1.0
menggantikan,-0.3333333333333333
menggarisbawahi,0.5
menggasak,-1.0
menggelapkan,-1.0
menggelegar,-1.0
menggelepar,-1.0
menggeliat,-0.5
menggelikan,-1.0
menggelisahkan,-1.0
menggelitik,1.0
menggemaskan,1.0
menggeram,-1.0
menggerenyet,-1.0
menggertak,-1.0
menggertakkan,1.0
menggigil,-1.0
menggigit,-0.5
menggiling,0.3333333333333333
menggoda,-0.5
menggolongkan,1.0
menggosok,-0.5
menggugurkan,-1.0
menggulingkan,-1.0
menghadiahkan,1.0
menghalangi,-0.5714285714285714
menghambat,-1.0
menghancurkan,-0.8
menghanguskan,-1.0
menghantui,-1.0
menghapus,-0.6666666666666666
menghapuskan,-1.0
mengharapkan,0.3333333333333333
menghargai,1.0
menghasilkan,0.2
menghasut,-1.0
menghentikan,-1.0
menghibur,1.0
menghidupkan,1.0
menghilang,-0.2
menghilangkan,-0.6666666666666666
menghina,-1.0
menghindari,-0.42857142857142855
menghitung,0.25
menghormati,1.0
menghujat,-1.0
menghukum,-1.0
mengigau,-1.0
mengilhami,1.0
mengimbangi,0.6666666666666666
menginginkan,1.0
menginstruksikan,1.0
mengintai,-0.6666666666666666
mengira,-1.0
mengirik,-1.0
mengisap,-0.5
mengisi kembali,1.0
mengizinkan,-0.3333333333333333
mengkhawatirkan,-1.0
mengkhianati,-1.0
mengkritik,-1.0
mengoceh,-0.75
mengolah,1.0
mengomel,-1.0
mengotori,-1.0
mengoyakkan,-1.0
menguap,-1.0
menguasai,1.0
menguatkan,1.0
mengubah,0.5
mengudara,-1.0
menguduskan,1.0
mengundang,1.0
mengundurkan diri,-1.0
mengunjungi,0.5
menguntungkan,1.0
mengupas,-1.0
menguping,-1.0
mengurangi,-0.875
mengurung,-0.5
mengusap,-1.0
mengusir,-0.8
mengutil,-1.0
mengutip,1.0
mengutuk,-1.0
menikmati,0.6666666666666666
menimbulkan,-0.5
menimpa,-0.6666666666666666
menindas,-1.0
meninggalkan,-1.0
meningkat,0.5
meningkatkan,0.6666666666666666
menipu,-0.7777777777777778
meniru,0.25
menirukan,-1.0
menjadi korban,-1.0
menjaga,1.0
menjamin,0.6666666666666666
menjanjikan,1.0
menjarah,-1.0
menjatuhkan,-0.3333333333333333
menjauhkan,-1.0
menjauhkan diri,-0.5
menjelaskan,0.8
menjemukan,-1.0
menjengkelkan,-1.0
menjerit,-0.5
menjijikan,-1.0
menjijikkan,-1.0
menjilat,-1.0
menodai,-1.0
menolak,-0.8888888888888888
menonaktifkan,-0.5
menonjol,0.5
menopang,0.5
mentah,-0.5
mentolerir,-1.0
menuduh,-1.0
menukarkan,1.0
menular,-0.6666666666666666
menulari,-1.0
menumbangkan,-1.0
menumpas,-1.0
menunda,-0.3333333333333333
menundukkan,0.5
menuntut,-1.0
menurunkan,-1.0
menusuk,-1.0
menutup perkara,-1.0
menutupi,0.3333333333333333
menyakiti,-1.0
menyakitkan,-1.0
menyalahkan,-1.0
menyalak,-1.0
menyalibkan,-1.0
menyambut,1.0
menyampaikan,0.5
menyangkal,-0.3333333333333333
menyanjung,1.0
menyanyi,1.0
menyarankan,0.5
menyaring,1.0
menyayangkan,-1.0
menyebarkan,0.25
menyeberang,-0.3333333333333333
menyederhanakan,1.0
menyediakan,0.6666666666666666
menyedihkan,-1.0
menyegarkan,1.0
menyelamatkan,0.5
menyelesaikan,0.4
menyelidiki,1.0
menyelinap,-1.0
menyelundupkan,-1.0
menyembelih,-1.0
menyenangkan,1.0
menyengat,-0.5
menyerah,-1.0
menyerahkan,-0.5
menyerang,-1.0
menyerbu,-0.5
menyeringai,1.0
menyesal,-1.0
menyesali,-0.6666666666666666
menyesatkan,-1.0
menyesuaikan,0.3333333333333333
menyetujui,0.5
menyia nyiakan,-1.0
menyiksa,-1.0
menyimpan,0.3333333333333333
menyimpang,-0.2
menyimpulkan,0.25
menyinggung,-1.0
menyinkronkan,1.0
menyiram,1.0
menyisihkan,-1.0
menyita,-1.0
menyolok,-0.625
menyuap,-1.0
menyukai,1.0
menyulitkan,-1.0
menyumbang,1.0
menyumpahi,-1.0
menyusut,-1.0
meragukan,-1.0
merah tua,-0.5
meraih,1.0
merak,1.0
meramalkan,0.5
merana,-1.0
merangkak,-1.0
merangkul,1.0
merangsang,1.0
merapikan,1.0
merasa,0.5
merasa ngeri,-1.0
merasa tidak aman,-1.0
meratap,-0.5
meratapi,-1.0
merawat,0.5
merayakan,1.0
mercu suar,1.0
merebut,-0.6
meredakan,1.0
merekonstruksi,1.0
meremajakan,1.0
merembes,1.0
meremehkan,-0.75
merendahkan,-1.0
merengek,-0.5
merenovasi,1.0
merenungkan,0.3333333333333333
merevisi,1.0
meriah,0.5
meriam,-1.0
meringankan,0.5
merobek,-1.0
merogoh,-1.0
merombak,1.0
merosot,-1.0
merpati,0.5
merugikan,-1.0
merusak,-0.8571428571428571
merusak bentuk,-1.0
mesin tenun,-1.0
meskipun,-0.5
mesum,-1.0
metanol,-1.0
metastase,-1.0
metropolitan,1.0
mewah,0.6
mewajibkan,0.5
meyakinkan,0.5
mikroskopi,1.0
milik,-0.5
milisi,-1.0
mimbar,0.5
mimpi buruk,-1.0
minat,1.0
minimum,-1.0
minoritas,-1.0
minta maaf,1.0
minum,0.3333333333333333
minuman,1.0
minuman keras,-0.6666666666666666
minyak bumi,1.0
miring,-0.25
misionaris,1.0
miskin,-0.75
mitra,1.0
mobil jenazah,-1.0
model,1.0
moderator,1.0
modis,1.0
momentum,1.0
momok,-1.0
moncong,-0.5
montok,0.5
moral,1.0
moralitas,1.0
morbiditas,-1.0
mortir,1.0
motif,0.5
mual,-1.0
muda,0.5
mudah,0.5
mudah beradaptasi,1.0
mudah dibodohi,-1.0
mudah diingat,1.0
mudah marah,-1.0
mudah tersinggung,-1.0
mulia,0.5
munafik,-0.5
mundur,-0.25
muntah,-0.4
murah,0.5
muram,-1.0
murni,0.75
murung,-1.0
musik,1.0
musikal,1.0
musim,-0.5
musnah,-1.0
mustahil,-0.5
musuh,-1.0
mutan,-1.0
mutilasi,-1.0
mutlak,1.0
nabi,1.0
nadir,-1.0
nafsu,-1.0
naif,-1.0
najis,-1.0
nakal,-0.75
nalar,1.0
naluriah,1.0
nama yg salah,-1.0
nanah,-1.0
nasihat,0.6666666666666666
naskah,0.3333333333333333
naturalis,1.0
negatif,-1.0
negosiasi,1.0
nektar,1.0
nenek,1.0
nenek moyang,0.5
nepotisme,-1.0
neraka,-1.0
neurotik,-1.0
ngawur,-1.0
ngelantur,-1.0
ngeri,-1.0
ngobrol,-1.0
ngomel,-1.0
niat baik,1.0
nihilisme,-1.0
nikah,1.0
nikotin,-1.0
nirkabel,1.0
noda,-1.0
normalitas,1.0
nul,-1.0
nyali,1.0
nyaman,0.6666666666666666
nyamuk,-1.0
nyanyian,1.0
nyanyian pujian,1.0
nyaring,0.5
nyata,0.3333333333333333
nyonya,-0.5
oasis,1.0
obat bius,-0.5
obat mujarab,1.0
obat pencahar,1.0
obi,-1.0
objektif,1.0
obligasi,-1.0
obstruktif,-1.0
ocehan,-1.0
oksidasi,-1.0
oligarki,-1.0
omelan,-1.0
omong kosong,-0.8
omongan,-1.0
opera,0.5
opsional,0.5
optimis,1.0
optimisme,1.0
orang aneh,-0.6666666666666666
orang asing,-1.0
orang bodoh,-1.0
orang buangan,-1.0
orang cabul,-1.0
orang celaka,-1.0
orang desa,1.0
orang gila,-1.0
orang miskin,-1.0
orang munafik,-1.0
orang-orang terkenal,1.0
orang-orangan sawah,1.0
orc,-1.0
organik,1.0
organisasi,1.0
orgasme,1.0
orkestra,1.0
otak,0.6666666666666666
otokratis,-1.0
otorisasi,1.0
otoritas,1.0
overdosis,-1.0
pabrikan,1.0
pacaran,1.0
padang rumput,0.4
padat,0.25
paduan suara,1.0
pahat,1.0
pahlawan,1.0
pahlawan wanita,1.0
pajak,-1.0
pak,1.0
paksaan,-0.6666666666666666
paliatif,1.0
paling tinggi,1.0
palsu,-1.0
panas,-0.25
pandai berbicara,1.0
pandemi,-1.0
panduan,0.5
pangeran,1.0
panggilan,-0.6
panik,-1.0
pantas,0.5
pantat,-0.4
pantomim,0.5
paprika,1.0
parafrase,1.0
paranoid,-1.0
parasit,-1.0
parau,-1.0
parietal,1.0
parodi,-1.0
partisan,-1.0
partisipasi,1.0
parut,-1.0
pasangan,0.4
pasien,1.0
pasif,-1.0
pasti,0.25
patah,-1.0
paten,1.0
patriarkhal,1.0
patuh,0.5
patung,0.6666666666666666
paus,0.3333333333333333
payudara besar,-0.5
pecah,-1.0
pedalaman,0.3333333333333333
pedang,-0.5
pedas,-0.5
pejalan kaki,-0.5
pejantan,1.0
pejuang,0.3333333333333333
pekerjaan,0.5
pekerjaan rumah,-0.5
pekerjaan yg membosankan,-0.5
pelabuhan,0.5
pelacur,-0.8
pelacuran,-1.0
pelajaran,1.0
pelaksanaan,-1.0
pelaku,-0.6666666666666666
pelampung,1.0
pelanggan,0.5
pelanggar,-1.0
pelanggaran,-1.0
pelanggaran hukum,-1.0
pelapor,-1.0
pelat ketel,-1.0
pelawak,0.5
pelayan,0.25
pelega,1.0
pelengseran,-1.0
pelepasan,-1.0
pelindung,1.0
pelit,-1.0
pelobi,-1.0
pelopor,1.0
peluang,0.5
pelupaan,-1.0
pemahkotaan,1.0
pemain,-1.0
pemakaman,-1.0
pemalas,-1.0
pemalsuan,-1.0
pemalu,-1.0
pemarah,-1.0
pembaca,1.0
pembajakan,-0.5
pembakar,-0.5
pembakaran,-0.4
pembalas,-1.0
pembalasan,-0.75
pembalasan dendam,-1.0
pembangkang,-1.0
pembangkangan,-1.0
pembantaian,-1.0
pembantu,0.5
pembaptisan,0.5
pembaru,1.0
pembaruan,1.0
pembatalan,-0.6666666666666666
pembawa,-0.5
pembayaran,-0.5
pembebasan,0.75
pembekuan,-0.5
pembela,0.5
pembelaan,1.0
pembenaran,0.5
pembengkakan,-1.0
pemberani,1.0
pemberantasan,-1.0
pemberdayaan,1.0
pemberian,-1.0
pemberontak,-1.0
pemberontakan,-0.75
pembersihan,1.0
pembicara utama,1.0
pembimbing,0.5
pembohong,-1.0
pembongkaran,-1.0
pembuangan,-1.0
pembuatan,-0.3333333333333333
pembubaran,-1.0
pembunuh,-1.0
pembunuhan,-1.0
pembunuhan anak,-1.0
pemburu,-1.0
pemburuan kelinci,-1.0
pemecatan,-1.0
pemegatan,-1.0
pemenang,1.0
pemenang hadiah,1.0
pemenuhan,1.0
pemerasan,-1.0
pemerintah,-1.0
pemikir,1.0
pemimpin,1.0
pemindahan,-0.3333333333333333
peminjam,-1.0
pemisahan,-0.5
pemisahan diri,-1.0
pemotong,0.5
pemotongan,-0.6666666666666666
pemujaan,1.0
pemujaan berhala,-1.0
pemukim,1.0
pemulihan,1.0
pemulihan nama baik,1.0
pemulung,-1.0
pemurnian,1.0
pemusnahan,-1.0
pemutarbalikan,-1.0
penahan,-1.0
